trail_id,user_id,score
4196,2120,4
6894,6490,3
5916,5901,8
5617,4630,4
8029,5287,1
7463,784,3
194,6690,5
7132,4206,3
3380,886,4
3217,8347,9
3709,685,6
4827,7264,6
1727,8081,8
9826,390,10
5349,9555,5
8972,7907,1
2308,2307,2
2979,2404,7
7015,8375,5
477,6310,2
1730,1422,10
8756,9264,9
8915,8008,9
4710,2524,10
5128,3087,2
8640,6165,1
258,5179,4
3776,8634,10
2242,4449,6
4092,4556,4
9480,370,2
5066,3906,6
1694,9658,8
7406,1445,9
8683,8900,5
4398,192,6
405,9868,5
3874,9121,8
26,5245,3
9310,2885,5
5656,8941,1
1661,6820,3
3831,2683,3
1362,1706,7
4641,6883,6
5033,9390,9
8714,7545,3
2691,291,7
4834,723,8
3607,9349,4
68,9068,3
2486,5298,8
3273,9976,5
5411,3348,2
6121,2952,10
122,774,5
7258,8203,7
9514,6930,1
8829,3434,2
3484,4811,1
8866,9558,4
9368,1450,1
941,6537,8
7615,2383,1
4530,3106,10
7764,3419,1
9510,7313,5
9324,9839,1
5756,8819,3
7168,8939,6
8298,8206,4
537,5828,4
4421,3513,10
6264,6874,6
1107,7004,6
7979,1463,8
6999,2505,4
9327,6585,6
4496,8348,10
7900,294,3
9929,9345,2
1016,1962,2
9636,1107,10
2060,5996,7
8132,4355,6
6729,4097,9
3964,1412,5
7026,7248,9
8137,68,2
7309,8771,4
7982,7111,7
8346,9595,2
6817,4204,1
9827,9688,2
6204,2760,3
7560,6553,6
9747,5705,1
1212,4172,2
7236,397,4
8183,2000,8
9854,9699,10
6404,2965,5
1896,7824,1
6467,3536,1
7917,4913,3
3995,2850,3
8572,1138,5
2909,2741,1
3330,5168,2
8773,9096,9
8914,4145,3
8651,3169,4
8258,4457,3
8909,3239,10
4944,4126,8
2683,332,6
3004,9020,10
927,1874,1
6200,8054,6
9591,9431,9
5633,3016,8
1315,6641,4
7898,7805,8
9469,5893,10
8651,3580,10
7777,6882,6
7613,622,10
3381,8023,3
9620,9539,3
8075,2320,6
9483,3711,9
1946,3640,10
3456,7638,10
7659,6804,8
574,8209,9
50,2051,2
3916,9089,5
9849,6361,2
2598,6233,8
489,3956,5
3672,2189,5
8177,8928,7
6407,4347,9
1191,5078,7
9554,6292,5
7007,5026,8
8743,3643,8
1647,7184,8
3904,2247,10
414,4489,7
7318,3138,3
7415,8882,1
458,757,7
5280,4763,6
175,4951,10
511,1878,2
2007,8467,2
2885,8387,2
6031,8244,4
9989,4543,10
6823,4617,3
5581,5294,8
1614,91,10
2278,7665,4
2377,4746,4
6417,7384,1
435,7952,10
7407,1142,4
8962,7322,9
9701,222,1
6077,1063,3
4392,5601,10
6380,7661,7
9144,3278,5
5783,3582,9
5616,3769,10
9815,1666,4
6137,7879,2
5835,7562,5
7223,4152,2
6334,9721,9
774,9912,6
7483,9468,10
1778,8184,8
7459,3328,4
4441,815,3
4475,8550,1
6801,8684,8
7300,9882,7
9274,8016,3
3438,5611,6
3373,7253,2
6942,3321,1
6286,7461,5
6307,9196,4
4007,3376,9
4752,5495,6
9985,3056,6
3139,1344,10
3320,6099,2
5885,8113,2
6102,288,3
3746,6235,1
4682,7447,7
317,1443,3
5150,9635,10
7009,7091,7
2784,20,5
6780,4320,8
6672,9015,9
1280,5052,5
3672,7017,5
983,9750,8
5266,6241,5
8356,2957,7
2870,5845,6
159,3250,2
1133,8963,4
2294,8387,9
3124,1984,9
5142,8992,2
9270,1013,1
6382,8403,5
6834,5276,9
9622,1871,10
2396,783,2
16,912,5
404,5838,3
3533,6812,6
5214,9594,3
3987,1098,7
3541,5297,2
5543,7219,6
2976,1979,3
4253,3120,1
2615,387,3
634,2760,8
5652,8330,5
6413,5124,7
8654,6023,4
3226,8733,8
5458,8088,6
3498,6896,4
9367,4598,8
4020,8164,3
6501,8524,9
6106,4238,6
5412,9978,3
7826,1685,1
1377,9605,9
4128,8074,3
6111,8457,9
6491,3704,1
3911,3867,5
506,6744,8
9757,6925,7
1951,7809,6
7415,5889,4
1743,5511,7
7801,5373,7
2490,4511,3
6758,6368,7
5254,5657,10
2386,8860,10
8840,5277,9
9433,2841,2
787,683,1
111,551,1
9126,2310,1
4421,8726,10
9664,7938,7
7509,2149,6
5334,8328,3
316,3013,6
4802,6750,10
7817,5039,3
1977,1455,2
5293,6473,6
9717,3269,7
4949,6830,4
7304,2416,5
5288,7389,10
2000,9767,4
9195,8335,8
7064,357,7
6178,180,4
3141,5643,8
2135,5767,3
2136,6141,5
7485,3134,3
5183,6045,10
1826,9092,1
7609,2679,7
4465,2311,4
5133,9227,5
3402,4199,2
270,5146,5
4546,8766,9
5905,3978,10
2191,9575,3
9871,4897,2
8153,1686,4
9953,4039,5
7990,8879,10
3827,5318,10
1354,476,6
6605,8569,3
2611,3202,9
6366,5765,8
1946,804,8
2951,5275,5
2496,8709,7
4137,8455,5
8949,5848,5
3068,280,5
2368,9892,5
1019,5764,8
6615,8287,6
6797,3231,5
5833,6077,10
4555,4486,2
613,9246,6
8670,8208,3
8292,1110,4
1835,1869,1
7162,3084,10
3775,7320,8
4180,8928,2
4462,3805,4
1770,5212,8
2326,7410,10
6723,7004,6
5809,3240,5
891,9623,9
1091,2961,6
7900,4664,4
5383,9224,6
7844,428,6
1469,9179,9
7523,8734,2
1710,9029,4
676,2959,9
5859,1553,9
6712,5739,9
9013,8890,7
804,8399,1
981,9088,9
3678,6714,3
7104,3950,4
5042,992,5
4428,6483,3
9817,9477,6
8156,3625,5
8093,9728,7
3628,4697,5
7268,8831,8
5872,5968,8
4898,2845,1
6047,5172,3
3631,6817,8
7665,1674,3
3302,3406,3
2822,8219,8
3957,2760,3
3459,1848,5
256,4654,7
2606,9173,5
1146,9120,2
5553,2910,10
6529,1412,9
6856,8494,5
1895,1563,1
5182,5767,7
2692,1372,6
6588,3558,8
7708,9268,7
9131,8451,1
2236,4097,3
2132,1066,5
6993,4450,3
5143,5913,9
6015,4898,5
4588,1598,1
2152,7377,7
2520,9572,6
796,580,1
6802,6282,5
5197,4889,2
6361,4179,3
8176,1214,3
1307,8044,8
4545,1606,9
2218,2976,4
3989,7088,7
7264,8121,10
1023,4651,4
9615,9335,7
4608,4995,5
1143,913,4
4153,3290,1
3306,8868,4
9495,4171,7
364,9964,7
7334,3832,5
7279,2204,7
6194,8442,7
2703,5825,5
4509,6093,9
132,2953,9
2338,6677,5
6990,1862,10
7258,9882,5
5362,2854,5
547,8734,5
2140,7370,1
6065,4056,6
6738,9560,1
1160,5467,5
6497,7531,2
6234,7374,4
2582,4305,10
3609,8263,9
6120,1272,10
6573,7451,3
7903,1671,9
9198,6239,1
5314,8029,1
6983,7497,5
987,8080,9
9613,468,6
8785,612,1
2172,4830,2
8718,3243,7
9709,5731,2
8639,9189,6
2042,2355,9
9384,6722,9
949,1451,8
3077,1947,5
3774,4901,10
1789,3412,1
6187,1929,1
4669,968,6
1846,290,8
509,7403,7
4649,3180,6
5083,180,3
477,1337,6
2874,9866,5
7600,2729,8
500,8785,7
7828,5809,6
3473,6936,10
5837,6936,9
4262,7441,6
7915,5356,9
8282,3142,9
7835,1970,2
3841,8316,10
1563,8500,8
4876,7501,7
4698,9534,6
9834,5278,1
1761,8578,9
512,6984,10
4326,1833,2
9776,4657,10
9705,803,5
6921,9920,9
8240,5017,8
1553,8571,9
5981,7179,4
1515,4776,4
6711,3161,2
6314,995,3
1,4466,4
3779,6609,6
9721,2285,2
7402,1298,7
1966,4682,8
6174,2791,10
6478,3310,6
3545,9060,4
9030,2907,10
5605,9605,9
7899,4180,10
5929,5515,4
9178,2582,9
9459,5903,3
4351,9538,9
4811,2412,3
8267,215,2
3970,4623,6
1406,2021,9
581,9728,4
1550,9767,6
1774,9828,9
1158,3606,1
7960,8404,10
3561,34,10
9893,2743,2
4275,5092,7
9213,4956,4
3748,9618,5
6063,2629,5
8618,8480,1
8309,8481,10
5634,3849,5
3065,3376,10
3623,7453,10
760,5881,9
181,7320,9
8278,1328,7
8321,1491,9
1087,6900,3
8797,8881,3
1527,6042,6
737,6107,3
9402,5126,2
5668,6075,7
7315,6053,8
7502,9216,2
6734,5451,9
4419,7083,1
8691,6893,2
6545,4477,6
1016,6772,10
636,6216,7
4406,649,8
5229,1680,1
3691,9964,6
789,1162,1
4775,2508,10
6528,9985,3
1238,4980,10
9853,1093,9
235,2126,7
7632,3877,3
6915,979,8
8201,2849,5
3149,3155,3
9636,2512,10
6325,3822,7
2650,7024,9
3623,9260,9
2757,4965,8
7240,3772,10
1658,5534,1
3413,8306,9
7569,1523,3
4820,3030,3
7397,7854,1
3422,4626,7
5713,8206,4
9066,2583,10
3598,3639,7
3328,6762,7
374,5383,5
9392,298,8
327,3706,2
1177,3521,1
7494,7197,7
2520,6768,6
88,1827,1
5132,3733,1
7871,2861,7
9105,2496,1
5200,4382,4
317,3832,9
8935,2507,4
9818,3307,2
2562,1366,6
3464,7595,10
5374,8234,1
4535,7751,1
5976,9944,3
3174,5247,10
4558,4475,2
1711,1433,3
9610,487,5
1779,1579,4
306,2698,1
2799,1872,2
3577,9013,5
3696,8033,1
6692,6999,1
8200,2682,9
5429,393,6
5489,7493,2
8135,7161,3
111,8680,8
7459,4742,4
145,5862,7
1192,8264,6
9001,8895,1
4331,3328,7
2524,3675,8
606,4251,4
1835,4488,8
5435,153,1
5844,5453,8
5948,4115,5
6555,6583,9
6373,2646,10
6858,856,3
6151,3612,1
299,5884,2
1743,717,1
5715,7152,2
9007,4929,8
5988,2641,2
5855,913,10
1613,2665,10
396,8081,7
1184,6378,8
3026,581,2
7246,1915,3
5429,5046,8
7943,1079,7
95,9319,9
3693,7439,1
7509,504,1
3300,426,8
7638,6580,4
5769,7240,4
589,297,3
1572,1085,5
7273,8322,7
9309,7125,10
497,852,6
2147,1786,9
7022,9251,4
5745,5354,6
5339,2205,5
7257,8216,8
9580,4743,9
3483,3711,10
2338,9089,5
2159,4324,1
8266,3856,1
8290,5280,9
4125,7813,9
755,1100,6
5167,3744,2
3138,5817,1
1348,1870,3
881,7262,10
1062,6410,9
1622,1997,6
2844,2947,2
6124,2528,7
637,3666,5
9586,8945,4
8542,3057,9
6669,629,8
143,3942,10
4879,1473,4
2790,7872,2
6459,8796,8
2037,2278,1
2221,125,6
421,7380,7
467,7093,7
8981,9571,6
7622,1587,8
8460,5572,5
3623,6862,8
5383,9700,1
3149,1022,6
9671,5542,5
9352,7188,6
4782,2762,1
9292,5048,1
6439,9061,9
4472,5701,8
9579,7789,3
3390,7217,7
5601,6590,10
585,6615,7
4880,4244,7
7069,5408,3
3985,8462,5
6549,8379,9
1321,7839,5
7810,9498,9
2174,6767,1
4025,3889,1
2330,5284,2
6814,5396,6
167,2544,6
3062,5854,4
7684,8098,2
8149,7381,3
9347,5932,2
3382,1573,8
9251,2226,2
4408,1798,10
4524,4928,6
4497,8598,2
1001,3207,5
1072,7221,3
2170,1809,5
8335,5656,4
4503,5933,8
9743,8084,8
5130,6508,9
6380,7582,2
4213,1187,6
8777,3970,9
3737,9534,5
8036,1923,7
884,5712,2
6758,2832,3
7675,442,2
8441,845,9
9702,5905,4
9482,7852,6
9297,1233,5
7076,7288,3
2190,4794,9
6812,8128,9
4300,3074,7
6131,1880,1
9135,8194,10
1991,82,2
3388,6132,9
7750,3854,5
8612,7807,10
740,5794,10
1162,220,8
3640,8628,6
8725,5279,4
9081,6459,6
7981,9256,9
9644,9795,5
3273,9826,5
6038,4670,6
4008,8930,1
9845,5171,5
9204,2743,10
3131,7177,4
6645,4342,2
3275,2273,3
7853,2130,3
9624,4419,3
2566,5114,3
2162,8021,6
6426,1619,8
1382,3811,2
1246,1495,4
7338,2910,4
6108,2081,10
8894,6082,4
2064,1731,8
9791,3916,5
3054,3594,10
1714,3870,10
7958,1541,8
271,3611,4
3723,3233,2
5162,1591,10
3855,4769,2
9898,6291,8
2632,765,1
7212,3282,9
8205,2943,5
143,5497,1
2673,5359,2
1728,3323,8
7333,3964,9
6207,9047,7
5799,5234,1
5319,2861,7
4952,7048,8
3940,1067,1
331,5843,7
2295,9411,4
9638,177,10
5387,8538,2
2961,3937,1
7252,8210,5
3282,4797,9
9405,4253,9
1649,133,7
2688,8816,3
2030,7773,3
6853,8686,7
2819,5358,9
1229,7821,4
364,3281,6
8325,1996,10
7592,9097,6
644,9717,7
6083,2560,2
5889,7470,3
7491,350,8
7725,2414,6
4070,4669,10
6199,2065,4
5331,3069,6
4887,4073,6
3199,9533,10
3047,1321,9
5876,6035,3
9026,6784,2
899,4614,10
8865,1376,9
4779,2565,10
8992,735,3
8037,914,9
1159,7222,6
6797,8131,6
5270,6916,5
4956,3253,6
9291,3703,4
1219,6522,9
7908,9167,3
6604,7982,2
2307,8450,9
7882,7915,8
5764,1954,7
318,2909,3
8677,3900,2
5911,4462,10
9059,8545,4
3954,8032,7
6157,6695,7
3995,6954,6
5896,7175,3
2122,3246,2
8425,5325,5
9854,3675,7
2725,8929,10
5283,3800,9
5071,1155,9
2670,1447,9
1947,744,6
884,8536,5
659,5185,5
3943,9376,9
9931,4575,2
9432,5969,4
9923,6104,9
6865,1020,1
7341,4806,3
2054,6841,8
1769,5398,8
7020,6795,2
786,1290,9
2798,2822,10
9060,7681,6
6714,263,6
4062,8030,1
1591,2982,2
785,5215,2
6270,8652,5
7948,9936,6
3400,5094,1
7484,2646,4
9722,6074,8
5595,4695,7
8683,9510,7
8397,243,8
2596,9622,1
9121,7424,3
6715,3680,2
3525,8481,1
7574,8449,3
5057,5131,5
114,2654,4
4331,4980,3
177,8918,3
3018,7380,10
2718,2957,5
832,7407,1
5272,1926,1
4214,2476,10
5210,4487,8
1758,7146,8
7567,5377,4
9552,9313,8
420,7992,7
5322,7158,1
6916,6609,9
8170,7226,8
7099,9755,9
5566,3634,3
3088,7890,4
3281,5440,8
7703,1670,1
1858,9068,7
6108,7841,7
1622,4360,5
9263,8787,1
5454,4095,8
6216,387,5
6369,1798,5
1335,9372,4
8879,321,3
9491,2008,7
4256,3844,10
4466,8705,9
9956,1680,7
8444,8150,6
7185,1608,5
170,6201,6
3699,8711,8
3741,5959,2
6167,5572,10
5949,5624,1
7741,5870,6
135,5948,7
6859,9244,6
9202,2846,6
9432,7468,9
7185,1853,5
9618,2209,1
6855,3442,3
4896,6435,3
8374,2942,6
2033,5127,6
6439,9741,3
3209,5338,3
683,795,10
1125,3488,5
8773,7366,5
515,9972,1
6664,8788,10
7493,5399,3
7089,4484,6
4107,2788,1
6987,9528,1
4052,9940,5
3140,515,5
7696,4260,2
9768,6700,10
5638,9178,10
3114,6790,6
4102,7060,2
9795,3471,1
9113,1566,4
4224,7109,10
8601,8186,7
1422,9010,2
6127,2134,5
5082,7761,8
1532,2573,9
9510,325,7
4538,791,4
8805,919,6
9208,5011,7
1776,7763,3
8656,2101,2
9277,9925,1
4502,9068,1
8335,5533,3
7157,7264,9
8273,4175,1
6401,1699,7
9580,1893,2
8363,5770,8
2934,6915,9
5692,9894,10
3797,3339,9
394,8473,1
8369,1232,6
3105,4326,9
1847,7258,8
4944,1504,6
1919,9690,2
557,6425,5
5256,2607,1
1164,8587,8
7553,75,3
629,9971,7
5913,198,7
3917,9633,5
9118,6237,1
3408,7156,3
8587,9228,4
5659,5733,1
3316,3352,8
307,2939,6
1304,4590,2
9765,812,5
6993,3593,2
213,5413,7
8651,6901,10
1935,4999,3
9799,6497,3
56,7804,1
2194,8447,5
5727,9836,1
5930,7046,10
9148,2910,9
8615,337,3
5007,1095,2
216,3847,8
4102,1883,7
8088,8651,2
722,595,9
7529,4488,2
2841,4463,4
9053,3025,7
2921,9103,6
3874,5979,10
9720,7296,10
4415,308,9
3445,493,9
7980,2078,8
9667,6951,4
9125,8516,6
4639,3488,10
1495,874,10
3520,3707,8
6069,4611,5
4974,3024,9
5428,5170,9
4570,9734,6
4106,6492,10
7963,1688,8
5493,5430,4
1350,2716,5
3162,3680,1
7615,6068,6
491,7238,4
5286,4739,2
2418,129,7
8870,8188,8
2052,1159,5
8447,9524,4
9671,2452,3
1343,537,5
3626,3953,7
1075,8148,7
7197,2277,10
8050,4499,8
5366,3502,1
261,3856,8
9523,6401,2
9346,3118,7
3326,3129,5
2404,735,2
5744,7568,5
8830,7491,1
778,5314,6
4513,527,8
2992,1220,7
4352,1726,7
5327,3604,4
5967,6488,5
1748,1247,4
6952,982,3
5673,5881,10
282,2443,6
4665,4854,2
1659,9274,1
4390,1654,7
8184,4579,9
5271,6396,2
289,8639,9
9011,4791,7
3259,6495,7
3145,5717,7
4846,8889,8
105,6919,8
3277,2782,5
4929,5408,3
3966,104,5
6370,1166,1
7718,4923,6
6315,3807,2
3530,3866,8
9269,1870,5
8389,7087,3
9368,199,6
7071,3116,5
8229,1127,8
1065,4409,3
2167,7095,1
6778,8840,10
2708,5398,1
3005,6723,2
4570,8718,1
6333,5665,8
6373,5666,4
5087,4969,9
8243,8038,8
4256,802,2
6887,8835,6
1158,4762,6
8007,2129,7
3595,173,8
1037,3319,2
6249,8165,6
7892,1814,1
343,9624,8
7043,7631,2
2199,4901,5
5112,1755,3
5927,6387,8
1194,2748,9
9169,19,9
6797,7663,7
3133,7252,10
3789,104,5
3638,5998,7
2515,649,6
1437,1890,10
2831,6587,6
3551,9485,8
304,8888,10
7003,8064,3
5318,3048,6
1042,7720,9
2517,2423,4
2391,9981,7
4752,749,8
739,3394,9
631,2882,6
7076,4433,5
6014,2283,6
425,589,6
4826,6664,6
2596,9938,1
5308,635,2
2035,1967,2
5388,3456,9
5352,1329,9
5403,5239,3
1024,3865,1
4615,7193,8
8532,5924,4
3040,1538,9
909,5349,8
4572,2103,10
8642,2572,1
6121,2150,8
3184,1682,9
4450,8951,10
4428,4887,7
4415,4499,3
4563,9160,6
9509,4092,9
7145,122,8
8879,2729,8
6379,7429,4
6191,1760,7
6258,2306,2
9665,7908,10
9642,2391,6
2693,9824,9
2677,8236,10
7637,5017,2
8924,6715,6
2020,1273,7
6569,9385,2
5085,9274,4
5486,580,9
6402,8545,6
3182,8468,7
2708,5012,8
6879,7340,7
9093,3114,7
447,5732,2
6527,1717,10
775,6486,1
5583,9277,6
7766,5327,1
6912,300,5
1318,3647,9
4732,5608,3
6336,5371,8
1129,8190,5
160,3003,8
5095,5609,2
34,2733,10
6002,7154,7
2761,5630,4
6596,1266,1
7900,7993,10
7865,8984,9
7888,4448,8
8036,1368,4
9824,4433,5
301,45,7
2501,6426,8
1916,6980,3
9520,6979,10
1777,6610,5
7965,823,1
6659,6504,3
485,8265,6
2916,2239,2
979,9719,2
3549,9218,2
489,6999,1
3131,83,3
5180,381,2
5937,7487,5
1234,9834,3
6322,4000,1
500,6598,9
1999,3708,9
408,1999,9
746,3194,3
5506,6197,9
3823,6733,2
3070,2615,7
272,3055,8
2731,6288,5
6030,7512,5
1869,7425,4
7051,2745,2
2962,6581,7
1882,3072,6
5981,5047,2
1519,7710,3
4217,9041,5
5405,9376,2
8035,8820,5
7923,6818,9
8629,7642,7
6843,2313,2
2421,2273,6
4075,3588,2
1168,8203,7
5081,7980,9
3377,5837,7
7821,7703,7
7463,7762,7
5521,1165,5
6272,381,6
2493,6962,10
1368,5947,3
7894,1001,9
4374,7489,2
3643,7702,8
1173,6474,6
2794,8741,9
240,2429,1
2401,71,8
4593,3146,9
818,7046,7
2411,9670,6
8792,4123,7
5672,3225,8
947,1223,10
9936,4129,4
6774,5191,8
9133,3746,9
3011,7829,3
1510,6365,1
5841,5905,8
1876,9115,10
7646,1194,2
2338,5067,5
9779,8508,9
6592,8296,10
9338,547,1
976,5065,1
3968,4499,4
6637,8508,1
3835,2334,6
7330,9115,4
6557,4996,10
1279,4046,8
5393,3885,10
7776,4547,2
9469,1007,6
3642,6616,10
6381,4397,8
6860,6508,2
936,6959,5
9621,2291,8
8301,728,7
665,5373,9
9085,8093,2
9191,4628,10
8314,6,2
4788,916,6
1266,604,4
52,3790,8
3634,612,4
8675,3929,6
39,8471,9
3419,7462,8
407,6941,5
2985,6952,2
2821,998,8
4952,8413,8
9720,1425,2
5802,7245,8
531,9010,2
2036,526,2
6664,7387,10
1694,7341,1
5259,6263,7
5282,2647,8
1068,9081,2
8271,7848,4
8616,2826,7
4084,541,7
7524,4886,4
3091,9888,3
1321,8209,10
9894,2783,1
1373,814,7
5619,6515,6
1953,1865,5
9811,6703,5
5355,978,10
1790,7287,10
543,6947,7
3526,9844,7
5981,8447,7
5789,45,1
1290,4612,3
7638,7141,10
2245,3562,1
5814,1487,7
1494,8505,3
9693,6973,1
2265,9134,4
9507,948,6
1240,4423,4
7245,4345,1
7539,3288,9
1931,154,3
8385,2069,10
8601,9422,5
9021,7099,9
2423,3689,9
1985,7826,5
2060,277,2
6872,1377,8
3638,8299,8
6051,8271,6
6454,7073,1
3059,1013,9
3418,4229,6
7252,112,6
5146,2433,3
7647,3586,5
61,1303,6
2475,1949,8
6414,6146,7
4220,9186,9
7879,1418,7
5322,4144,4
3160,1650,1
2374,3257,9
8297,7120,5
3324,8964,4
6795,631,4
4928,6815,10
9537,67,1
9365,3295,3
3606,8150,1
4332,3127,10
2053,2883,8
9228,3944,5
4507,3120,1
2150,1324,5
4909,1345,2
6514,8922,10
3531,324,2
3964,2413,10
1738,4959,7
8872,2977,9
8557,5452,2
5743,174,7
6785,5610,8
6982,4456,1
4527,1526,10
3519,6671,10
1188,1344,9
609,5970,2
8990,7087,5
7253,5901,1
9682,4497,4
9145,5301,10
1666,1566,6
6940,1159,3
3052,5046,8
8618,7928,7
4298,4256,5
3646,3888,10
5222,4567,2
804,3932,5
3143,8975,2
4528,759,2
6180,5123,3
6683,8725,2
9436,8702,2
1299,118,6
4927,6098,9
2587,2309,2
3359,5749,4
6349,2743,10
5515,9574,3
8830,9069,9
1116,1865,4
673,1243,7
277,3787,5
880,4666,3
7430,7424,7
3177,3717,8
1185,6398,5
7007,8868,9
2137,207,8
4362,5394,9
5885,2949,4
9258,2703,10
185,857,10
8935,3462,7
5428,5487,5
5898,5049,1
8714,7374,10
5623,210,7
1066,6135,6
5288,9269,3
7638,5600,10
5783,895,10
7649,2905,10
8963,4584,8
2201,4500,4
9365,4875,2
8057,8787,4
9016,899,8
3346,287,2
3647,4824,4
2076,2956,1
7447,8648,4
4034,4975,2
8569,4967,8
7029,8875,10
8774,3232,10
2012,6359,10
7200,6866,10
3975,5789,2
5997,7211,4
2342,7712,2
7498,786,5
4903,5872,5
5684,5825,5
131,3511,2
6091,1597,5
6394,5537,5
961,9604,8
612,8864,8
909,3731,9
6513,740,8
9024,2334,6
434,3784,9
7605,6619,2
359,2611,5
6579,2369,6
3450,9801,1
6743,9423,1
9782,3467,3
3992,8376,9
3072,3706,5
7607,5289,9
5239,6013,10
9090,3512,3
5539,1333,10
9204,2024,3
6384,9171,3
8063,6214,7
3101,6218,8
7796,56,7
8161,4036,9
6397,1177,8
2878,4341,8
7817,2244,5
6218,6513,1
3684,8211,10
5767,3997,3
3640,5099,8
9757,1159,5
3909,5636,7
8399,100,4
260,2850,2
3719,1955,1
3788,3852,5
3422,4215,5
1389,8204,10
3740,9000,6
4065,5011,10
793,339,3
5428,4553,9
1476,7054,4
8373,2376,2
5598,9538,2
7384,7224,9
9213,886,1
6214,4526,10
2911,9174,10
2315,9534,2
545,5242,9
9086,3847,2
6916,239,9
3885,5681,5
9527,4148,7
1016,9438,1
9550,6756,4
8848,2303,7
5510,7772,4
2414,4474,5
3213,9671,4
3925,1721,5
79,9819,3
7343,6110,2
5589,9129,7
7254,695,10
2179,4131,6
6851,9867,1
3677,4573,4
1595,8971,4
3894,8830,5
4374,4849,10
3307,8759,5
3727,7478,9
8140,1006,8
7445,6967,4
7511,3922,5
8841,9137,9
7115,574,6
3121,7002,10
4012,9266,1
7801,3757,7
4076,4727,7
3184,1933,9
2994,5246,1
2359,5960,2
8562,6894,5
955,7490,9
9954,4807,9
5526,6228,9
6015,8966,9
3349,2789,6
3312,7448,6
9540,3744,9
6774,1082,10
602,2293,7
3048,388,5
9519,6217,3
2687,7905,7
278,1494,3
1596,8208,6
3663,655,3
7592,2968,3
5360,8907,4
2797,3588,3
7388,1486,7
5579,6348,7
3900,3963,4
9708,5149,9
4420,5928,6
2822,3573,6
4057,5443,3
469,2842,3
7897,9554,2
5093,9112,9
7001,298,3
733,242,9
6795,2957,7
2207,4907,5
7303,6191,5
489,6079,6
5730,6993,9
2848,9063,2
2891,3208,10
609,3293,3
7738,5447,1
3659,8241,2
9544,5806,8
4342,2243,4
3466,6480,4
5561,3358,8
3259,7030,9
4800,8116,10
8002,1778,8
4000,3430,8
5236,653,3
2733,6152,9
6626,6330,5
4519,5454,3
120,4185,4
3,2562,6
1883,3628,7
4576,1120,10
24,7908,6
2828,7696,3
6854,5984,3
5105,1156,6
9679,5185,3
5345,3630,7
9858,3053,7
8306,200,10
3901,258,10
4332,8849,10
6245,2514,8
7930,7131,4
635,7127,10
1400,2307,7
8041,8113,1
5527,779,10
1354,1491,6
4842,6334,2
4099,9656,8
4415,2484,5
1673,4293,1
7856,4419,3
8807,8756,2
7918,4828,7
7036,5435,7
2492,6782,6
8482,3127,2
8443,8786,3
8815,6798,10
5747,4307,9
4264,2448,10
8741,4764,7
3007,9513,8
2235,1589,3
1129,4914,3
929,8541,10
7221,163,7
4979,1102,3
5638,6765,4
9404,6040,2
9862,6679,6
3508,640,4
4060,6023,3
6054,9744,3
6417,8778,7
1190,9271,10
4331,2366,10
8653,5386,6
740,5061,8
5907,5982,7
3226,5850,10
3108,2137,7
1202,3513,4
7576,3207,6
2089,9988,2
6038,2802,6
5182,1671,10
9112,4675,2
4501,5223,10
7221,4632,7
1918,9103,3
1502,7505,3
7553,4948,10
3343,3194,5
639,9082,8
6220,1906,7
9814,2910,1
714,4700,9
5625,5597,10
9439,5896,5
7227,4510,1
6318,8808,4
1894,7268,10
5734,2792,2
2365,8089,4
5683,7431,4
6159,9601,1
3440,4373,10
9465,7471,6
6582,58,5
1231,2195,9
458,773,5
7129,1615,8
7104,6349,8
3788,6460,7
3655,3557,9
4891,1257,7
7486,4685,5
588,5335,2
356,3672,5
9090,6293,8
9113,741,2
9752,5955,8
916,1309,10
1304,8585,2
313,8560,4
562,4085,9
4919,3667,1
9351,600,7
1055,6816,4
8846,7874,3
6539,7455,2
5708,1197,4
3413,1171,8
3670,2809,1
3504,5405,3
231,3010,3
4331,3326,3
8792,5874,4
929,9181,9
7068,9915,4
3606,8416,9
7844,4649,9
8863,9776,7
4820,6238,10
5888,5009,1
4037,2371,6
5822,5690,9
7031,2415,7
4876,5861,3
6346,9948,7
808,7901,5
5739,5419,10
3782,4444,3
9571,6960,8
5558,7699,4
9401,6836,7
4679,2606,2
2943,6646,8
7968,407,7
1907,5367,10
1641,5539,5
3987,3996,3
3861,2430,5
144,138,4
669,1866,8
1897,2930,7
3121,7863,5
1463,3881,1
9631,1238,4
3814,2146,9
6161,6112,6
6387,3868,5
653,9639,7
5348,1563,2
8419,6509,6
2174,7611,6
4627,6062,5
523,4314,8
9632,1915,1
355,9789,8
3607,1736,3
6082,9423,6
5647,5314,4
3663,2851,3
6573,7540,7
4953,4318,4
9207,1493,2
6790,4460,5
1117,1855,7
9331,8888,7
9948,5575,3
4935,78,6
6391,3249,9
5058,4186,2
1734,864,3
1775,2548,3
2860,8439,9
7716,5563,4
1264,6730,1
5126,7065,10
2942,99,4
4799,2118,6
67,1304,10
822,5825,2
8189,279,6
1979,8497,3
9214,1155,7
2421,4192,1
8106,7103,4
444,9489,4
4341,6416,9
1391,4990,3
391,766,1
8747,8753,3
4318,1215,3
1728,1996,2
3014,2447,10
9597,6178,8
7845,9,5
1208,3903,6
7761,6334,7
5777,1606,2
635,2606,6
6454,2157,3
8962,3613,10
9959,1508,7
5201,2628,8
6192,1297,5
8805,6018,5
