trail_id,animal
8478,bear
663,wolf
3602,bear
1864,russian
4756,bear
5328,fox
138,russian
7193,bear
1335,bear
6782,bear
7913,wolf
287,wolf
4571,russian
1566,wolf
3336,fox
7344,bear
2761,bear
2249,wolf
3074,fox
7747,bear
8312,fox
784,fox
9340,russian
8710,bear
4136,bear
6279,bear
7261,bear
2730,fox
4207,russian
5515,fox
4650,russian
254,russian
2052,bear
4500,russian
9832,fox
224,bear
4664,wolf
5727,bear
7626,bear
8413,bear
3894,fox
8221,bear
5369,fox
1834,bear
7145,wolf
2625,fox
7096,bear
8964,russian
7176,russian
561,fox
9935,russian
5976,bear
2841,bear
8618,fox
2811,bear
5344,wolf
3161,fox
3970,wolf
1997,wolf
6833,wolf
7427,fox
4890,wolf
1945,bear
5808,bear
7081,bear
392,wolf
7863,fox
7766,bear
8573,wolf
5120,russian
192,russian
955,russian
7305,fox
1843,bear
1722,russian
6280,russian
6685,fox
1195,bear
1948,wolf
5059,fox
4481,wolf
8409,russian
9770,bear
8141,wolf
2782,bear
270,bear
6287,fox
3992,russian
5454,bear
7892,russian
4437,russian
1358,fox
8492,fox
9866,bear
4618,fox
3774,wolf
3902,fox
8164,russian
9316,bear
6020,russian
1613,wolf
3923,wolf
5730,fox
5214,russian
2289,bear
6399,russian
7825,bear
5112,wolf
8563,wolf
7692,wolf
6415,bear
8861,fox
6614,fox
4201,bear
4203,wolf
2261,russian
687,fox
2765,russian
6440,russian
3035,wolf
5575,russian
8037,russian
8302,fox
9225,bear
6638,wolf
6880,bear
3451,fox
1014,fox
222,wolf
729,bear
4414,fox
5272,bear
8527,wolf
8503,fox
8473,bear
5205,fox
7127,fox
271,wolf
8917,fox
6782,wolf
4287,fox
9740,bear
2461,bear
4601,fox
9785,bear
717,fox
5384,russian
7210,russian
1378,russian
9752,russian
1572,wolf
3862,bear
4082,russian
9765,russian
7115,wolf
494,fox
8397,russian
7656,bear
100,fox
2912,bear
9666,wolf
3655,wolf
6897,bear
5219,fox
1456,russian
6300,fox
2546,russian
666,fox
3321,wolf
3145,wolf
3845,fox
213,bear
8525,bear
4611,russian
312,fox
4151,russian
4986,bear
8703,wolf
3640,bear
5946,russian
3950,wolf
3892,bear
7963,fox
1450,russian
140,bear
3145,wolf
2135,fox
6008,wolf
5075,wolf
1522,russian
8675,russian
8074,wolf
4770,wolf
3081,fox
598,bear
1385,bear
8390,russian
7354,bear
4451,wolf
8722,russian
4840,bear
306,fox
9109,bear
9855,wolf
1916,russian
9931,russian
2195,wolf
3768,russian
2031,fox
1474,russian
227,bear
467,fox
4948,fox
6734,wolf
8587,wolf
8371,russian
5581,bear
6103,fox
267,russian
777,fox
5387,bear
9499,wolf
7149,bear
311,fox
9282,russian
5498,russian
8801,bear
2646,russian
5709,wolf
3201,bear
9269,russian
8843,wolf
1001,fox
2103,wolf
7430,fox
9562,bear
2619,bear
7256,wolf
139,bear
9524,russian
838,wolf
8016,russian
8711,wolf
4198,wolf
6943,fox
2792,fox
7918,russian
8411,russian
5513,russian
1208,bear
8492,wolf
8850,fox
8816,bear
139,fox
1568,russian
4388,bear
6759,russian
3889,russian
4106,fox
3489,russian
5628,bear
3437,fox
5765,fox
8867,bear
2439,wolf
7519,fox
6436,russian
1117,wolf
3156,wolf
636,fox
2909,wolf
3697,russian
7704,bear
4478,fox
5509,wolf
705,fox
7780,wolf
2783,russian
4569,fox
8913,bear
1721,fox
2107,bear
584,wolf
205,wolf
3528,russian
2253,bear
4844,bear
554,russian
5259,wolf
1498,bear
9710,bear
8142,russian
3209,fox
2253,russian
5085,bear
6683,bear
2117,wolf
8583,wolf
8872,russian
6748,fox
6650,bear
8796,wolf
2671,fox
1456,bear
9565,fox
2525,bear
8541,bear
9221,russian
3601,wolf
7911,russian
9391,wolf
2835,bear
3673,wolf
2507,bear
9872,bear
1717,fox
8761,russian
6474,bear
5989,russian
9779,wolf
5202,bear
6672,fox
6388,bear
3778,russian
1023,bear
2880,russian
4951,russian
8322,bear
6724,fox
3422,bear
7810,wolf
7026,fox
9364,fox
7598,bear
8243,russian
5709,wolf
4893,fox
1940,wolf
6203,russian
1333,bear
6558,bear
4635,wolf
7863,bear
6563,bear
7194,bear
9770,wolf
4073,russian
9729,wolf
7244,bear
3252,bear
3926,fox
1525,wolf
3448,wolf
7595,bear
2262,wolf
103,bear
440,bear
5716,bear
5070,fox
4776,fox
4655,russian
6077,fox
8763,russian
2612,wolf
8415,russian
6300,bear
8026,russian
8431,wolf
845,russian
6056,bear
6801,wolf
9233,bear
7672,bear
6104,fox
1236,wolf
6045,fox
6535,bear
6337,wolf
3259,fox
6123,wolf
7176,bear
592,russian
1828,bear
7681,fox
8936,wolf
7329,russian
9362,russian
1404,wolf
5181,fox
385,fox
7372,russian
5807,bear
2222,wolf
6384,wolf
4652,bear
9357,wolf
9,bear
6211,russian
2016,russian
1592,bear
3761,wolf
5463,russian
5928,wolf
1543,russian
8909,fox
71,fox
5667,bear
7572,fox
2285,fox
4194,fox
940,fox
7343,russian
9795,bear
9457,fox
6961,wolf
1955,bear
9405,wolf
2974,fox
2810,fox
5624,wolf
6865,wolf
4177,russian
8779,fox
9820,wolf
7236,fox
3094,wolf
9107,russian
5078,wolf
9894,wolf
9949,russian
7875,bear
9408,fox
7295,russian
6928,wolf
6636,bear
3733,russian
7099,bear
7708,bear
6906,wolf
6850,bear
132,wolf
9912,wolf
9838,wolf
8321,russian
5357,fox
4729,wolf
630,fox
6683,russian
6807,wolf
2470,russian
3150,bear
3114,bear
8363,russian
426,bear
7429,bear
6837,wolf
5542,russian
284,russian
3371,bear
7585,fox
5267,russian
9327,wolf
6570,wolf
9039,bear
3809,wolf
7865,russian
2794,russian
5783,bear
9084,wolf
363,russian
3526,russian
357,fox
5698,bear
4922,fox
2854,russian
1351,russian
3743,bear
5595,wolf
9577,fox
786,bear
7938,wolf
9795,russian
5271,bear
9474,russian
5952,bear
932,wolf
6842,russian
2502,russian
4658,wolf
9241,russian
764,bear
1416,wolf
5661,russian
7536,wolf
2468,wolf
19,russian
6228,wolf
9628,fox
4136,russian
2125,wolf
8535,bear
3231,russian
8129,wolf
6282,russian
9499,bear
6129,russian
8025,russian
7758,bear
8374,wolf
2865,bear
8283,fox
2872,russian
3889,wolf
8124,wolf
1802,russian
3906,fox
7588,wolf
475,bear
1486,fox
6834,wolf
5186,fox
7020,fox
5426,bear
5777,wolf
7754,bear
124,wolf
5896,bear
4081,fox
2770,fox
6644,fox
5518,fox
895,fox
9493,russian
1646,bear
7378,fox
1690,bear
5856,fox
1610,fox
6723,russian
7611,bear
5959,fox
2479,russian
8163,russian
4114,bear
5920,wolf
2440,bear
4582,wolf
2697,bear
4041,wolf
4465,fox
5923,wolf
9012,bear
3438,bear
3803,fox
3321,bear
8826,fox
2716,fox
3475,fox
9392,bear
5043,russian
996,wolf
3788,bear
9806,bear
6128,russian
8529,russian
8810,russian
1604,fox
891,fox
8696,bear
635,wolf
9128,bear
3123,russian
8744,fox
4130,russian
3413,wolf
7968,wolf
1943,russian
1807,fox
2702,bear
1250,russian
9445,wolf
1297,bear
8928,bear
7483,fox
9464,fox
9539,fox
9359,russian
3640,wolf
4943,russian
9899,russian
8380,wolf
109,russian
2445,bear
8271,wolf
1627,wolf
5088,bear
8526,fox
2739,russian
4289,bear
4862,bear
1119,fox
9042,bear
169,fox
8964,wolf
1447,fox
404,fox
9094,fox
2730,wolf
4476,russian
1935,wolf
8316,wolf
8305,bear
8892,bear
1166,fox
872,russian
8149,bear
2785,russian
5498,wolf
7710,wolf
9650,russian
899,bear
4086,wolf
382,fox
9803,wolf
9082,fox
6664,bear
1040,fox
4881,russian
7639,russian
703,bear
7291,fox
1288,russian
1342,bear
8951,russian
7846,wolf
4391,russian
1565,bear
8959,russian
7876,wolf
5304,russian
6638,bear
5182,fox
3579,russian
1883,fox
4668,bear
4142,bear
1734,russian
2183,russian
2392,russian
2672,bear
6599,russian
1084,wolf
1049,russian
780,bear
3036,bear
2580,bear
600,wolf
6662,russian
5445,russian
4854,bear
9847,wolf
4856,bear
1568,wolf
2728,russian
6027,wolf
4723,bear
9253,russian
640,wolf
9051,wolf
5236,bear
3781,bear
4170,russian
4660,fox
3910,wolf
2126,fox
1212,fox
1349,wolf
5761,wolf
4087,wolf
821,bear
7692,bear
3563,russian
5107,wolf
2282,bear
86,wolf
2046,fox
927,fox
5291,bear
9713,fox
5223,wolf
9418,fox
5801,bear
8954,bear
5504,wolf
5355,bear
999,russian
7830,bear
4744,fox
6924,wolf
8496,wolf
2830,russian
2813,wolf
4343,bear
5495,russian
650,fox
8831,russian
5961,fox
8374,wolf
9275,russian
9600,wolf
9262,russian
8253,fox
9245,fox
5201,bear
5799,bear
5201,wolf
6118,fox
1903,wolf
6448,fox
1048,russian
4191,bear
5249,russian
8816,russian
7748,russian
1875,russian
7653,wolf
361,russian
3290,wolf
1307,russian
7487,fox
7564,fox
6210,russian
2938,fox
6820,bear
3070,fox
440,wolf
8757,fox
3627,russian
604,bear
1734,wolf
7577,russian
7142,fox
2111,russian
5607,wolf
5779,wolf
9225,bear
2207,russian
3530,russian
6258,wolf
6845,bear
4093,fox
3316,wolf
2844,fox
5073,russian
9559,wolf
4510,fox
7253,wolf
2222,bear
2472,bear
2364,wolf
6590,russian
3386,fox
6694,russian
9517,wolf
2017,russian
2195,fox
5165,bear
9808,fox
5606,bear
214,russian
9085,bear
6958,russian
4728,wolf
3488,wolf
5425,fox
915,bear
145,wolf
6830,russian
3422,bear
1724,wolf
8247,bear
2538,russian
9817,fox
3106,wolf
9104,bear
9550,bear
5613,fox
1025,bear
6593,fox
7646,wolf
3045,bear
3023,russian
6043,fox
9935,russian
2685,russian
2778,wolf
3103,fox
3345,russian
9492,bear
8601,wolf
1271,fox
2597,fox
8942,wolf
9895,bear
2757,fox
6742,russian
486,fox
5798,russian
676,bear
8132,bear
3810,wolf
1752,wolf
781,fox
362,fox
7855,russian
9047,fox
9395,wolf
2506,fox
6377,fox
3636,russian
3828,bear
7555,fox
6401,bear
3610,wolf
690,fox
5429,fox
768,fox
1437,fox
4976,wolf
5668,wolf
3123,bear
6387,bear
9034,fox
1759,bear
7155,fox
7081,russian
644,wolf
1075,bear
9032,russian
366,fox
6966,russian
503,russian
7057,russian
3980,fox
3413,wolf
2595,wolf
7243,russian
3514,bear
7916,fox
6551,wolf
9463,fox
2665,bear
2230,russian
5991,bear
8557,bear
6426,russian
4524,fox
9483,bear
8552,fox
3836,wolf
3959,fox
1562,bear
5043,wolf
7806,wolf
9013,russian
3370,fox
6778,wolf
6097,wolf
6652,bear
5875,wolf
9459,wolf
2101,bear
4872,wolf
4785,bear
1138,russian
1105,wolf
8996,fox
1910,fox
5765,russian
1980,russian
8173,wolf
7749,fox
2444,bear
5575,russian
7097,russian
8278,fox
2534,russian
9872,russian
2011,russian
5224,wolf
2664,fox
5521,fox
3935,bear
960,russian
4637,russian
9772,fox
3723,bear
4545,wolf
7140,bear
3124,bear
6718,fox
2294,bear
4334,bear
9505,fox
5848,fox
7636,fox
5032,bear
6514,bear
9347,fox
3495,russian
6602,russian
1518,wolf
3133,wolf
5745,russian
6075,russian
4378,bear
5796,wolf
3406,bear
4757,russian
4921,russian
7089,wolf
9319,russian
5752,bear
8160,russian
1322,wolf
5551,russian
820,wolf
7009,russian
1504,bear
8462,fox
3604,bear
3775,wolf
9000,fox
2171,russian
4589,bear
211,wolf
9784,russian
5110,bear
1032,fox
4748,bear
4324,bear
7877,fox
583,fox
1032,bear
6712,bear
8450,bear
9362,wolf
4948,bear
2336,fox
8895,wolf
5553,bear
1046,fox
2745,wolf
1886,russian
1058,fox
6264,bear
2136,russian
4687,fox
9617,fox
7287,wolf
4510,fox
817,russian
6035,wolf
3967,russian
703,bear
8054,wolf
4255,russian
788,fox
8646,fox
3939,bear
2339,russian
5248,fox
1080,russian
4086,russian
409,wolf
1822,wolf
5564,bear
8397,russian
1679,fox
5491,wolf
4518,fox
780,fox
3592,bear
5759,wolf
207,russian
2667,russian
9919,fox
827,fox
8182,russian
6768,russian
2394,wolf
4220,fox
14,wolf
7696,russian
3428,wolf
8631,bear
4715,russian
5953,fox
1284,russian
3734,bear
2788,russian
46,fox
9409,russian
5332,russian
9581,russian
9637,russian
7540,bear
6871,wolf
3035,fox
7371,bear
6822,russian
4946,fox
3865,russian
3534,russian
6317,wolf
4410,wolf
7271,fox
2613,russian
1358,bear
2471,bear
54,bear
4583,bear
1999,wolf
695,bear
9516,russian
772,fox
3849,fox
5615,bear
887,bear
2434,wolf
5021,fox
4992,bear
5248,bear
4224,bear
4202,bear
3031,russian
3067,russian
4393,bear
396,wolf
5729,wolf
5116,bear
175,fox
413,fox
5530,bear
102,bear
4247,bear
8349,bear
5638,bear
1593,wolf
8668,bear
8898,wolf
6034,wolf
9604,bear
7156,wolf
4394,wolf
8899,russian
6758,russian
9764,wolf
5517,fox
8849,bear
1,fox
2755,fox
1459,bear
3613,bear
3480,russian
6291,fox
5797,bear
8995,bear
6915,bear
5965,wolf
9201,bear
2411,wolf
8358,wolf
1018,fox
5513,russian
6369,russian
5057,russian
8504,bear
2135,wolf
9376,bear
4559,wolf
943,russian
4033,russian
4458,bear
7125,russian
2707,fox
8822,fox
4614,fox
9742,wolf
2850,wolf
1764,wolf
8550,bear
1479,bear
9528,bear
9686,wolf
755,fox
537,wolf
4698,bear
5006,fox
691,russian
2739,bear
468,bear
1821,wolf
8,bear
6921,fox
3387,bear
7489,wolf
4241,fox
1036,bear
2387,bear
7608,wolf
4648,bear
7320,fox
6856,fox
7559,bear
1114,russian
2146,wolf
1936,russian
721,fox
6064,bear
2804,bear
8063,wolf
8753,wolf
7606,fox
978,bear
4031,bear
4239,bear
9286,fox
9080,bear
1097,fox
7301,wolf
2369,bear
3797,fox
4159,fox
8959,fox
3599,bear
1564,fox
1424,russian
1856,fox
7408,wolf
1335,bear
1261,russian
4737,bear
1897,wolf
6839,wolf
4886,bear
1929,bear
8749,wolf
3717,fox
2299,fox
7546,russian
3214,fox
962,bear
7197,russian
2192,russian
9215,russian
1106,bear
7463,wolf
8423,wolf
6163,bear
9594,bear
728,bear
5998,wolf
9857,russian
6313,wolf
3501,russian
1079,bear
5328,wolf
5714,wolf
7656,russian
8119,fox
9937,russian
743,russian
1557,bear
2165,wolf
4120,bear
535,russian
9298,bear
6894,fox
4389,wolf
501,bear
7559,fox
4816,fox
9995,russian
2807,bear
5994,bear
3288,bear
9519,wolf
8123,fox
2772,fox
630,fox
6514,russian
5677,russian
261,fox
2773,fox
943,wolf
7922,bear
8074,bear
3935,russian
1821,russian
5780,wolf
3358,wolf
9561,wolf
3654,wolf
8239,bear
8262,bear
378,russian
4559,bear
3568,russian
8839,russian
252,fox
7425,wolf
2999,fox
2974,fox
6231,fox
5093,bear
434,fox
74,bear
4774,fox
2571,russian
4927,russian
4781,russian
7044,wolf
6747,fox
3071,wolf
8116,wolf
6380,russian
2054,russian
7664,wolf
95,wolf
3756,fox
7640,fox
5729,wolf
6797,wolf
4991,fox
7192,bear
4583,russian
5298,russian
7951,wolf
154,bear
3650,fox
7485,bear
7621,russian
3306,russian
9459,fox
2198,wolf
1613,wolf
9612,bear
8018,russian
8391,russian
8644,russian
3373,fox
2444,bear
6554,wolf
8168,bear
4010,russian
4919,wolf
161,fox
5538,russian
9063,russian
4276,wolf
610,bear
3484,fox
7619,russian
8090,russian
7873,wolf
3082,wolf
37,russian
8423,wolf
1228,russian
3407,bear
7815,wolf
6248,russian
1967,fox
739,russian
1583,wolf
8347,wolf
1102,russian
3528,russian
178,fox
1769,fox
676,fox
3030,bear
5339,bear
6391,russian
2711,wolf
9828,russian
2145,wolf
3319,wolf
3045,wolf
1997,bear
4718,fox
1104,bear
3857,russian
9778,russian
1803,fox
1743,bear
6238,wolf
7950,wolf
6651,bear
1820,fox
5560,bear
8041,russian
515,fox
9639,fox
7614,fox
6926,wolf
6073,bear
738,fox
5881,fox
971,bear
2395,wolf
3312,bear
86,bear
4661,fox
1853,russian
4790,wolf
2728,russian
6080,bear
4192,bear
3002,fox
3103,wolf
5463,russian
4558,bear
5044,wolf
9114,fox
6911,bear
7603,bear
5021,bear
7690,bear
3255,bear
2013,fox
3600,fox
1665,fox
8395,russian
7543,bear
4059,russian
5662,wolf
3604,russian
9053,bear
1351,bear
5630,russian
8662,russian
8450,russian
5695,fox
5176,russian
8477,wolf
9476,wolf
3842,wolf
5750,wolf
6726,wolf
9699,fox
3743,russian
8737,fox
6416,fox
5053,fox
737,russian
9032,bear
2265,bear
8678,bear
5938,fox
4670,russian
4455,russian
5082,russian
3071,wolf
3473,fox
7857,bear
3193,bear
955,russian
9912,wolf
6438,russian
2705,wolf
8918,fox
1584,bear
2057,bear
3969,bear
3328,bear
5046,wolf
4354,bear
3352,russian
1395,fox
3663,fox
6216,russian
3146,fox
8018,wolf
4641,wolf
2765,bear
104,wolf
3222,wolf
4959,wolf
442,fox
4569,bear
6919,russian
8516,fox
6860,fox
6958,russian
3992,fox
9492,russian
9110,wolf
7246,russian
8119,fox
8558,fox
1464,wolf
6775,wolf
7787,russian
6367,fox
4947,fox
7403,russian
2450,bear
7897,fox
1699,bear
3094,fox
4203,fox
3469,russian
3742,fox
582,wolf
6508,wolf
9822,wolf
8883,wolf
4316,fox
3932,fox
3978,wolf
9863,wolf
5456,wolf
5975,russian
1797,wolf
29,fox
6185,wolf
3953,fox
7513,fox
9747,wolf
613,bear
8099,fox
8517,russian
4467,russian
2747,wolf
4012,bear
5814,russian
6057,wolf
5560,bear
7063,russian
6199,bear
8508,fox
3448,russian
2679,russian
1894,bear
7623,wolf
4453,russian
2875,bear
462,wolf
3027,bear
4319,wolf
5416,fox
7237,russian
4977,bear
7247,wolf
2654,fox
2423,wolf
7403,wolf
7107,wolf
7828,fox
5870,wolf
7467,wolf
710,wolf
6671,fox
9481,wolf
6304,bear
7838,fox
8316,russian
5853,bear
5689,russian
9815,fox
1697,fox
9799,wolf
9996,bear
336,fox
5648,wolf
3816,bear
4514,russian
9617,russian
7232,wolf
6982,wolf
5697,fox
2643,russian
1083,bear
1427,bear
3511,fox
5938,wolf
670,bear
7054,bear
65,bear
6148,bear
8915,fox
2257,fox
7234,wolf
1233,fox
316,russian
1140,russian
2533,russian
1109,bear
2023,russian
7254,fox
9141,wolf
5094,wolf
2932,fox
438,bear
3619,fox
8204,wolf
3972,wolf
4003,bear
1744,bear
2912,fox
9332,bear
5345,fox
6806,fox
6309,bear
4355,wolf
4122,wolf
14,fox
7863,russian
6338,russian
8103,russian
2066,fox
1501,russian
7725,russian
9129,wolf
6735,fox
9707,wolf
7063,russian
1303,fox
7875,russian
3636,russian
3384,fox
5026,bear
8457,russian
2943,wolf
2670,fox
8707,russian
8124,wolf
7727,wolf
200,bear
7212,russian
3357,wolf
6800,wolf
1501,wolf
3236,russian
7025,wolf
4532,fox
2363,russian
2285,bear
4485,bear
6848,wolf
2970,fox
4517,fox
5297,wolf
8407,russian
716,russian
9203,fox
8362,bear
3150,bear
4817,russian
7282,bear
6404,wolf
8656,fox
8578,russian
1867,russian
5433,russian
5508,bear
535,fox
2659,russian
2065,bear
2189,bear
1038,bear
2453,fox
5800,fox
8612,wolf
4716,fox
4331,russian
8603,russian
87,wolf
532,fox
4298,bear
6067,wolf
5768,bear
6184,fox
8523,wolf
2150,fox
4433,russian
4771,wolf
6575,wolf
4417,russian
8546,bear
7728,wolf
3333,russian
2730,bear
5599,wolf
6143,fox
377,bear
7073,russian
530,russian
6556,bear
5347,bear
6946,bear
8688,russian
5832,russian
8180,wolf
7136,russian
3401,bear
1954,wolf
6148,russian
1959,bear
1982,fox
3060,fox
8708,bear
5014,bear
9810,bear
4640,wolf
5237,bear
2831,bear
1839,wolf
3946,fox
4490,bear
2489,wolf
5051,wolf
2948,wolf
3070,fox
7918,fox
3336,bear
9734,fox
6398,wolf
9621,bear
5643,bear
3088,bear
3280,wolf
3654,russian
7208,fox
6217,wolf
4058,russian
6882,bear
7948,wolf
8447,fox
1100,wolf
6142,russian
9039,wolf
4015,wolf
4260,wolf
1416,russian
8059,wolf
1279,wolf
780,fox
6121,fox
4204,russian
7645,fox
3791,bear
4002,russian
352,bear
727,fox
188,fox
842,wolf
7346,bear
1721,russian
1693,russian
4707,fox
474,wolf
3718,russian
7482,bear
9085,wolf
4306,fox
5051,fox
4009,bear
7465,fox
8672,russian
6032,fox
9515,bear
559,wolf
2905,wolf
1653,russian
7135,bear
4398,wolf
7216,fox
1140,wolf
9946,bear
9774,russian
4712,bear
2223,fox
1059,fox
555,russian
7262,fox
8516,wolf
875,bear
7043,bear
2152,russian
904,fox
706,russian
9965,bear
5109,russian
4589,bear
2465,fox
8668,russian
7612,fox
4439,bear
9044,wolf
2984,bear
7816,russian
7242,wolf
7574,fox
1375,fox
1022,bear
5942,russian
8482,bear
3088,bear
4183,wolf
1032,wolf
9108,wolf
4069,bear
5306,russian
1851,wolf
3544,fox
5801,bear
3290,wolf
6435,fox
8611,bear
4626,bear
5524,bear
9018,bear
3959,wolf
3701,russian
8423,wolf
4718,bear
3531,bear
4957,fox
5038,wolf
2395,wolf
9404,bear
7052,russian
3393,fox
5451,bear
1878,russian
9390,russian
588,fox
9815,bear
7162,bear
7126,russian
4167,bear
7625,wolf
3859,wolf
7047,wolf
5424,russian
658,wolf
327,russian
167,russian
2127,fox
2031,fox
5683,russian
2358,bear
4274,wolf
8813,russian
4279,russian
1896,fox
3722,wolf
7502,russian
3373,russian
5462,fox
5246,bear
7466,wolf
6936,bear
7373,wolf
5726,russian
5319,russian
2042,wolf
1771,fox
4661,wolf
4011,russian
600,russian
3506,bear
5506,russian
4400,fox
3579,fox
9953,bear
3065,wolf
4471,russian
5533,russian
8328,fox
2118,wolf
5118,bear
9786,wolf
2007,russian
7669,russian
5112,wolf
1345,wolf
2244,fox
170,fox
7892,wolf
6824,fox
6619,fox
3033,fox
6547,russian
9304,bear
6577,wolf
8238,bear
6455,fox
1260,fox
7302,wolf
5546,russian
6297,russian
8976,fox
9148,wolf
8451,russian
9976,bear
3800,russian
2396,bear
5218,russian
3386,russian
8492,wolf
3827,fox
8931,bear
1921,fox
9128,bear
8386,fox
7292,bear
3368,russian
4811,russian
8525,fox
1409,bear
2924,russian
2771,bear
6014,russian
2362,bear
5141,russian
4736,fox
8128,bear
1994,fox
7239,fox
1592,russian
5202,fox
8230,wolf
6320,wolf
897,fox
8775,russian
8136,bear
3424,wolf
4998,russian
9062,fox
1083,bear
3268,russian
7518,russian
3296,fox
2848,wolf
6364,wolf
6608,wolf
6829,bear
4140,fox
7833,bear
7369,bear
9584,fox
2985,bear
9723,russian
4550,russian
7339,bear
8147,bear
4413,fox
2015,russian
4913,russian
6564,fox
9529,wolf
5793,bear
3858,russian
1930,russian
2786,bear
84,russian
4965,fox
8642,bear
8555,wolf
3026,bear
7800,bear
5171,russian
4579,fox
9785,wolf
791,fox
4388,fox
5897,russian
338,bear
2186,wolf
1021,wolf
7295,russian
3546,bear
5299,fox
1231,bear
7461,russian
2180,bear
9854,fox
4925,bear
5825,russian
6540,fox
7663,russian
6349,fox
7663,wolf
1976,bear
8205,bear
302,russian
2764,fox
8121,fox
9701,bear
8951,fox
9197,fox
3072,bear
8033,wolf
4152,russian
7091,russian
4970,wolf
7760,bear
3628,bear
1558,bear
7647,wolf
5164,bear
7594,wolf
6399,bear
7699,fox
3199,fox
1054,russian
7299,wolf
4691,wolf
1302,russian
3760,russian
2986,wolf
7612,wolf
8167,bear
4693,russian
3308,wolf
7739,bear
5181,russian
1306,fox
890,bear
9615,russian
436,wolf
7213,bear
596,bear
6023,fox
4963,russian
6415,wolf
8282,fox
4235,bear
6866,russian
738,fox
1997,bear
4108,bear
7106,wolf
679,bear
3077,wolf
8634,wolf
6731,wolf
2001,wolf
7240,russian
6174,wolf
4197,russian
7583,russian
8815,russian
9829,bear
1719,fox
3775,russian
9037,fox
9705,bear
8067,fox
2473,bear
2416,russian
5691,russian
4435,wolf
9240,bear
608,fox
8954,wolf
3306,bear
1182,bear
8922,fox
3987,bear
2135,fox
6361,wolf
1443,fox
1463,bear
1559,wolf
8798,russian
2417,bear
5303,wolf
8034,wolf
2634,russian
6708,bear
103,fox
8387,fox
7566,fox
9759,russian
9312,fox
3034,bear
3200,russian
5613,fox
4364,russian
9279,fox
8029,fox
9326,wolf
5308,wolf
428,russian
3565,bear
4600,bear
1667,fox
5520,russian
8560,wolf
9593,fox
2734,bear
8754,wolf
272,russian
9751,fox
3722,russian
1215,russian
867,russian
6050,fox
8339,wolf
9822,fox
9815,bear
9349,russian
6753,wolf
3483,russian
3773,russian
3095,fox
5048,fox
2137,bear
6602,russian
6683,wolf
2289,russian
1341,wolf
3250,wolf
8390,fox
1195,bear
1085,fox
6630,bear
3262,wolf
2241,russian
7475,bear
1983,bear
408,russian
1479,russian
2232,russian
8357,bear
4934,bear
6587,wolf
3902,fox
1410,fox
1687,russian
158,bear
5504,russian
3547,russian
2854,fox
7478,fox
5603,russian
1037,wolf
727,wolf
9602,russian
4662,bear
2863,wolf
1655,russian
9787,fox
1323,fox
4787,bear
7134,fox
1294,russian
7170,bear
6099,wolf
2645,fox
4415,wolf
9100,fox
2305,bear
1717,russian
3903,russian
6778,wolf
5441,russian
4052,bear
6565,fox
7302,bear
7593,fox
5491,bear
1562,fox
1204,russian
4896,bear
7754,fox
9429,wolf
6805,wolf
1856,fox
9328,fox
979,russian
551,bear
1259,bear
2639,fox
6093,wolf
8171,fox
8976,fox
3602,fox
7293,wolf
1359,wolf
4322,bear
6489,wolf
2830,bear
1511,wolf
2523,bear
18,fox
8188,wolf
567,fox
5733,wolf
3209,wolf
9163,wolf
8070,fox
7191,fox
5142,bear
5313,fox
819,russian
9461,fox
3279,fox
3550,bear
8266,fox
883,bear
2825,fox
4436,russian
5689,wolf
1336,bear
8423,russian
678,wolf
8168,wolf
4710,wolf
7787,bear
4294,wolf
9633,russian
2801,russian
777,wolf
908,bear
7531,bear
6224,fox
9759,fox
3850,russian
1882,bear
5462,bear
2640,russian
533,wolf
5941,bear
663,bear
220,bear
2727,fox
7309,bear
6676,bear
8605,wolf
37,bear
5611,fox
1940,russian
7997,wolf
7146,wolf
8394,russian
5044,fox
8143,fox
5077,bear
4322,russian
8633,wolf
6197,wolf
3254,fox
2588,bear
5771,wolf
1761,russian
9544,bear
1541,wolf
2392,fox
2870,wolf
6638,bear
2420,bear
6967,wolf
5328,fox
302,wolf
5622,fox
5110,bear
3217,wolf
9479,wolf
7847,fox
6939,russian
5914,wolf
3056,bear
6769,russian
857,wolf
5296,russian
6054,bear
3302,wolf
8318,wolf
2813,russian
5980,wolf
6944,russian
1299,fox
9040,russian
4100,wolf
970,bear
906,fox
810,fox
2272,bear
6911,bear
4994,fox
7453,russian
6692,russian
4047,russian
2547,fox
3237,bear
373,wolf
3996,fox
1359,wolf
2125,fox
127,fox
4959,bear
893,russian
2536,wolf
5838,russian
3181,wolf
3328,bear
5565,bear
7320,wolf
9494,bear
2506,bear
865,wolf
5862,wolf
583,bear
5520,wolf
1855,wolf
727,russian
1587,russian
4036,wolf
2892,wolf
7467,bear
7070,fox
2012,fox
3882,wolf
1720,bear
4557,wolf
5077,fox
9341,bear
2214,russian
1409,bear
8658,bear
7419,fox
2484,russian
9738,bear
873,russian
6064,wolf
3738,fox
1541,russian
5087,bear
8503,bear
9578,russian
4700,wolf
2312,bear
4334,russian
8565,fox
496,russian
9782,russian
6875,russian
2671,russian
822,fox
6450,russian
327,russian
9333,russian
4198,fox
750,wolf
9790,wolf
1724,bear
5308,bear
471,russian
1409,russian
2559,russian
5190,fox
2017,wolf
4623,bear
6735,fox
7171,fox
2001,wolf
3613,russian
5291,russian
8945,bear
6348,russian
2887,bear
