name,level,start_point,end_point,duration_days
Trail2820,easy,3236,6371,5
Trail2821,hard,8147,72,22
Trail2822,medium,1868,5536,27
Trail2823,easy,5804,9628,17
Trail2824,easy,8589,202,20
Trail2825,medium,9458,9557,2
Trail2826,medium,9553,5615,29
Trail2827,medium,5534,9439,6
Trail2828,medium,8046,6776,27
Trail2829,medium,2931,2990,3
Trail2830,easy,2255,2628,21
Trail2831,hard,6389,2578,9
Trail2832,medium,4845,6422,4
Trail2833,easy,1228,9390,16
Trail2834,medium,220,1989,2
Trail2835,medium,4188,6299,10
Trail2836,medium,1218,1768,8
Trail2837,easy,9919,2387,17
Trail2838,medium,4680,9789,15
Trail2839,medium,8109,8500,11
Trail2840,easy,8269,3266,9
Trail2841,easy,8872,710,15
Trail2842,medium,1925,7248,10
Trail2843,medium,2620,7644,26
Trail2844,easy,2875,1205,11
Trail2845,medium,2054,7879,11
Trail2846,medium,1099,7997,19
Trail2847,medium,9953,6144,25
Trail2848,medium,6080,9619,17
Trail2849,easy,6330,155,1
Trail2850,easy,7667,9800,21
Trail2851,medium,5025,4291,25
Trail2852,hard,7703,3731,26
Trail2853,hard,3739,3334,28
Trail2854,medium,1873,1177,16
Trail2855,medium,7141,7083,6
Trail2856,medium,4828,11,18
Trail2857,medium,5345,5608,15
Trail2858,hard,3682,1798,25
Trail2859,easy,7018,9120,23
Trail2860,easy,6226,3716,10
Trail2861,hard,4939,4743,4
Trail2862,medium,9075,2461,7
Trail2863,hard,1975,8088,17
Trail2864,hard,5992,1419,25
Trail2865,easy,6136,7945,14
Trail2866,easy,9089,2641,19
Trail2867,medium,4312,5587,21
Trail2868,medium,3505,7378,12
Trail2869,hard,7329,7734,24
Trail2870,medium,6660,7766,27
Trail2871,medium,492,5656,20
Trail2872,hard,8611,8413,5
Trail2873,easy,3973,3499,20
Trail2874,easy,8695,4948,24
Trail2875,hard,9681,8345,20
Trail2876,easy,6678,5696,28
Trail2877,easy,9569,238,3
Trail2878,hard,476,8174,3
Trail2879,hard,9014,5133,4
Trail2880,medium,430,1981,15
Trail2881,easy,1879,3977,18
Trail2882,medium,739,712,21
Trail2883,hard,4714,516,30
Trail2884,medium,4499,4040,22
Trail2885,easy,5925,6416,10
Trail2886,medium,284,1241,20
Trail2887,medium,3342,3919,22
Trail2888,hard,1677,6291,30
Trail2889,medium,8117,1272,9
Trail2890,hard,1727,4158,11
Trail2891,hard,1625,9395,12
Trail2892,hard,8788,2643,29
Trail2893,medium,4648,5142,18
Trail2894,medium,4494,8242,25
Trail2895,hard,4508,324,13
Trail2896,easy,7522,7841,13
Trail2897,medium,7135,966,16
Trail2898,hard,28,6751,27
Trail2899,medium,7177,9027,24
Trail2900,medium,5269,5926,29
Trail2901,medium,799,6630,26
Trail2902,hard,2449,5874,2
Trail2903,hard,7547,2644,23
Trail2904,hard,1444,7109,25
Trail2905,hard,1655,2578,26
Trail2906,easy,7617,7608,22
Trail2907,medium,1764,6692,13
Trail2908,hard,9232,4624,24
Trail2909,easy,5040,9881,11
Trail2910,hard,8661,9999,23
Trail2911,medium,5510,2389,8
Trail2912,easy,1616,2929,12
Trail2913,hard,1603,8754,23
Trail2914,medium,5792,9351,16
Trail2915,hard,7400,9704,18
Trail2916,easy,5406,3771,28
Trail2917,easy,41,4756,1
Trail2918,easy,8166,6328,20
Trail2919,medium,8104,5438,27
Trail2920,hard,4321,4857,7
Trail2921,easy,1093,6548,22
Trail2922,hard,9269,9809,2
Trail2923,hard,6923,9325,26
Trail2924,medium,4426,9713,7
Trail2925,medium,141,3950,2
Trail2926,medium,2090,4433,1
Trail2927,easy,5871,9857,19
Trail2928,hard,4960,2290,10
Trail2929,hard,664,8282,23
Trail2930,easy,1702,452,23
Trail2931,medium,9998,3668,12
Trail2932,hard,4020,4611,12
Trail2933,easy,3784,8568,29
Trail2934,hard,3225,7366,11
Trail2935,medium,6701,7371,12
Trail2936,easy,844,9070,18
Trail2937,medium,3349,7305,13
Trail2938,medium,7296,748,20
Trail2939,easy,1037,6458,9
Trail2940,hard,3896,9658,29
Trail2941,easy,9461,1213,26
Trail2942,hard,2348,1729,22
Trail2943,hard,9535,6359,11
Trail2944,easy,6891,9739,12
Trail2945,medium,4746,3929,12
Trail2946,hard,1166,6897,11
Trail2947,easy,198,2009,5
Trail2948,hard,2186,5788,25
Trail2949,medium,6591,965,18
Trail2950,hard,3146,9571,8
Trail2951,medium,1204,8663,29
Trail2952,medium,3226,7259,14
Trail2953,medium,4442,1446,25
Trail2954,hard,9562,4319,9
Trail2955,easy,801,9339,11
Trail2956,medium,4296,3092,23
Trail2957,medium,7785,9332,9
Trail2958,hard,7638,5029,23
Trail2959,easy,7484,5721,11
Trail2960,medium,9031,4854,12
Trail2961,medium,824,7672,27
Trail2962,hard,8663,3782,6
Trail2963,easy,5932,323,14
Trail2964,hard,1824,3458,12
Trail2965,easy,1281,4501,19
Trail2966,easy,4083,945,23
Trail2967,hard,4569,7677,7
Trail2968,easy,3386,1964,21
Trail2969,medium,1147,4690,1
Trail2970,hard,9048,5146,9
Trail2971,hard,9476,1671,24
Trail2972,easy,3618,6704,19
Trail2973,medium,343,9537,11
Trail2974,easy,4245,5156,19
Trail2975,easy,6404,5264,20
Trail2976,medium,9336,1529,11
Trail2977,medium,4185,3376,27
Trail2978,easy,4627,4986,29
Trail2979,medium,5027,4623,11
Trail2980,medium,2931,2915,30
Trail2981,hard,2790,1198,19
Trail2982,medium,7216,2725,1
Trail2983,hard,7590,932,4
Trail2984,hard,1096,8292,6
Trail2985,hard,8460,5385,1
Trail2986,easy,8675,9749,7
Trail2987,easy,3258,8284,14
Trail2988,hard,72,4656,6
Trail2989,medium,7662,2593,27
Trail2990,hard,6560,5196,16
Trail2991,medium,6635,1064,23
Trail2992,easy,6590,2938,14
Trail2993,hard,2416,624,1
Trail2994,easy,5277,2890,15
Trail2995,hard,1601,9795,14
Trail2996,easy,3675,2879,19
Trail2997,easy,250,9683,13
Trail2998,easy,1943,2532,23
Trail2999,easy,9682,836,11
Trail3000,medium,1085,4095,18
Trail3001,medium,1180,9527,5
Trail3002,hard,2013,4133,21
Trail3003,medium,3063,287,9
Trail3004,hard,4488,9830,16
Trail3005,medium,6034,1203,17
Trail3006,hard,5077,6913,29
Trail3007,hard,2844,933,19
Trail3008,hard,5379,7884,3
Trail3009,medium,1017,5973,8
Trail3010,hard,2547,9201,2
Trail3011,medium,2507,7219,17
Trail3012,hard,4758,2335,23
Trail3013,easy,9165,9371,20
Trail3014,medium,2753,8760,17
Trail3015,hard,3359,1950,19
Trail3016,hard,4980,9739,5
Trail3017,easy,3717,3534,28
Trail3018,hard,9392,5322,3
Trail3019,medium,1113,1178,6
Trail3020,medium,1039,4182,4
Trail3021,easy,9004,4143,21
Trail3022,easy,5077,7732,8
Trail3023,medium,184,89,10
Trail3024,hard,5257,8657,20
Trail3025,medium,3416,5638,30
Trail3026,medium,6106,7666,4
Trail3027,medium,5562,4380,26
Trail3028,hard,5641,5352,17
Trail3029,easy,1576,1933,8
Trail3030,hard,1892,5218,9
Trail3031,easy,3905,8848,2
Trail3032,hard,8282,4854,13
Trail3033,hard,7435,5453,3
Trail3034,medium,5760,7861,26
Trail3035,medium,5494,7278,2
Trail3036,medium,1820,8774,24
Trail3037,medium,7540,8063,27
Trail3038,medium,689,4998,10
Trail3039,hard,4834,295,12
Trail3040,easy,8167,705,23
Trail3041,hard,1209,6698,18
Trail3042,hard,1706,4637,29
Trail3043,medium,7363,4307,20
Trail3044,hard,2755,7676,12
Trail3045,hard,3833,6242,1
Trail3046,medium,2594,6008,18
Trail3047,easy,4336,7412,2
Trail3048,easy,6346,4750,1
Trail3049,hard,3478,9627,2
Trail3050,hard,3316,6852,5
Trail3051,easy,8103,2100,30
Trail3052,medium,5637,7133,27
Trail3053,medium,8268,4184,30
Trail3054,easy,1297,6386,9
Trail3055,medium,3281,1041,25
Trail3056,medium,6529,8024,7
Trail3057,easy,588,2216,2
Trail3058,medium,6868,3996,9
Trail3059,hard,6928,8502,8
Trail3060,hard,4167,8284,25
Trail3061,hard,2697,6221,18
Trail3062,hard,5354,3492,18
Trail3063,medium,469,7510,2
Trail3064,hard,6449,2547,14
Trail3065,easy,4897,7029,23
Trail3066,medium,5617,4958,25
Trail3067,easy,6563,4127,1
Trail3068,medium,6541,3138,11
Trail3069,hard,5863,9755,9
Trail3070,easy,5996,5545,14
Trail3071,easy,2433,4905,25
Trail3072,easy,4137,1498,4
Trail3073,hard,4226,6287,12
Trail3074,easy,8022,3651,11
Trail3075,hard,7848,586,6
Trail3076,easy,625,8191,11
Trail3077,easy,4527,6655,3
Trail3078,easy,361,5445,13
Trail3079,hard,8693,5702,24
Trail3080,hard,8688,6874,9
Trail3081,hard,2138,2542,21
Trail3082,medium,4841,7247,9
Trail3083,hard,7631,7108,18
Trail3084,medium,905,5214,16
Trail3085,hard,6048,2187,24
Trail3086,medium,9574,2560,14
Trail3087,hard,6127,5257,17
Trail3088,easy,2979,8719,21
Trail3089,medium,8658,472,30
Trail3090,hard,3637,4157,3
Trail3091,hard,3330,6939,16
Trail3092,hard,2316,5292,14
Trail3093,hard,2459,5701,5
Trail3094,medium,396,9818,26
Trail3095,hard,8567,972,20
Trail3096,medium,4903,2369,28
Trail3097,easy,3584,8807,26
Trail3098,easy,3583,7085,19
Trail3099,hard,9021,4634,13
Trail3100,medium,5213,5071,1
Trail3101,hard,4130,898,24
Trail3102,easy,4482,9695,16
Trail3103,hard,252,2965,17
Trail3104,easy,1051,1308,1
Trail3105,medium,5311,8988,22
Trail3106,hard,3877,1197,15
Trail3107,easy,3857,2423,28
Trail3108,medium,7730,1870,2
Trail3109,medium,959,7894,17
Trail3110,hard,2786,9800,10
Trail3111,hard,2351,8924,16
Trail3112,easy,1160,3990,18
Trail3113,easy,4456,1549,5
Trail3114,hard,3845,1028,27
Trail3115,medium,9928,4819,29
Trail3116,hard,2619,3116,2
Trail3117,easy,6399,7967,16
Trail3118,medium,4621,4432,28
Trail3119,hard,6183,9868,19
Trail3120,hard,9663,9686,22
Trail3121,easy,3908,1034,30
Trail3122,easy,1740,4762,10
Trail3123,easy,5206,6130,16
Trail3124,easy,9324,4315,15
Trail3125,easy,1839,7198,19
Trail3126,hard,7126,2381,14
Trail3127,hard,6849,8273,1
Trail3128,medium,612,9189,3
Trail3129,hard,7929,590,22
Trail3130,medium,8814,2700,23
Trail3131,hard,9093,9518,19
Trail3132,hard,122,1222,22
Trail3133,hard,3515,9823,15
Trail3134,easy,4426,927,11
Trail3135,medium,5566,1419,6
Trail3136,hard,6846,4144,9
Trail3137,easy,2758,6801,25
Trail3138,medium,6342,8456,26
Trail3139,easy,7291,1555,9
Trail3140,hard,1231,4011,6
Trail3141,hard,9860,214,11
Trail3142,hard,3538,1775,28
Trail3143,easy,4921,4307,20
Trail3144,hard,293,709,24
Trail3145,easy,9071,7045,22
Trail3146,medium,858,3814,25
Trail3147,easy,9646,2445,28
Trail3148,hard,6517,3245,7
Trail3149,easy,3235,9172,15
Trail3150,easy,5869,2811,25
Trail3151,medium,2821,194,28
Trail3152,medium,1485,2225,9
Trail3153,medium,2918,479,8
Trail3154,easy,4058,1233,29
Trail3155,easy,6745,4187,8
Trail3156,hard,3268,4820,11
Trail3157,medium,5137,9500,18
Trail3158,easy,5868,665,1
Trail3159,medium,4567,3009,24
Trail3160,hard,3343,4252,3
Trail3161,hard,7299,3214,1
Trail3162,hard,5208,731,6
Trail3163,easy,5599,4466,11
Trail3164,easy,5162,7021,5
Trail3165,easy,733,7871,16
Trail3166,medium,3015,2059,6
Trail3167,hard,2167,7135,5
Trail3168,easy,6834,8946,7
Trail3169,medium,3468,8394,1
Trail3170,easy,5896,7037,28
Trail3171,easy,6682,9401,12
Trail3172,hard,8421,82,21
Trail3173,easy,2661,9316,29
Trail3174,hard,7718,1541,6
Trail3175,hard,7415,5147,1
Trail3176,medium,8154,7072,24
Trail3177,easy,8667,8596,12
Trail3178,medium,6761,5502,3
Trail3179,medium,6799,5002,8
Trail3180,easy,5011,7180,16
Trail3181,hard,1186,6760,27
Trail3182,medium,5497,4968,17
Trail3183,easy,4220,836,26
Trail3184,easy,7052,7635,22
Trail3185,medium,5853,9599,23
Trail3186,medium,5493,7472,19
Trail3187,easy,7837,2737,28
Trail3188,hard,8212,9628,24
Trail3189,medium,5623,246,11
Trail3190,hard,8391,6355,9
Trail3191,easy,1219,4868,16
Trail3192,hard,4991,2698,23
Trail3193,medium,232,2696,14
Trail3194,medium,8278,9895,16
Trail3195,medium,3301,8518,16
Trail3196,easy,7268,5051,9
Trail3197,easy,4098,496,20
Trail3198,medium,8023,7097,5
Trail3199,hard,5405,1868,19
Trail3200,easy,5985,8432,5
Trail3201,hard,7120,9556,2
Trail3202,easy,1271,5979,5
Trail3203,medium,3365,9074,21
Trail3204,hard,8743,5079,20
Trail3205,hard,9745,2494,22
Trail3206,medium,703,1998,24
Trail3207,hard,8723,4595,6
Trail3208,medium,5559,3792,5
Trail3209,hard,5936,609,10
Trail3210,medium,9339,1287,14
Trail3211,hard,2472,5064,15
Trail3212,easy,379,6778,7
Trail3213,hard,4146,1823,25
Trail3214,medium,7807,4941,27
Trail3215,hard,546,8381,30
Trail3216,easy,3892,1227,11
Trail3217,easy,8547,7260,17
Trail3218,hard,7116,3777,24
Trail3219,easy,8679,3700,22
Trail3220,easy,2617,7486,29
Trail3221,hard,7467,9556,5
Trail3222,easy,8412,450,27
Trail3223,medium,3318,9811,7
Trail3224,medium,299,2274,10
Trail3225,easy,5202,1304,5
Trail3226,hard,3626,5237,26
Trail3227,hard,3366,9311,7
Trail3228,easy,3864,6307,11
Trail3229,hard,331,734,11
Trail3230,easy,3695,3687,28
Trail3231,hard,6880,46,23
Trail3232,medium,5051,5487,28
Trail3233,easy,3264,7636,29
Trail3234,hard,6438,746,27
Trail3235,medium,4142,2565,26
Trail3236,easy,3865,6002,10
Trail3237,easy,3346,286,22
Trail3238,medium,5805,5729,13
Trail3239,easy,4090,2862,15
Trail3240,easy,4377,2839,18
Trail3241,easy,2053,1859,19
Trail3242,hard,6436,1709,23
Trail3243,easy,1786,7444,9
Trail3244,medium,2036,1083,5
Trail3245,easy,8652,6243,12
Trail3246,hard,5396,1344,6
Trail3247,medium,8243,8569,6
Trail3248,hard,5394,411,5
Trail3249,medium,5201,9419,5
Trail3250,medium,8026,6598,21
Trail3251,hard,5649,8390,17
Trail3252,hard,94,1984,17
Trail3253,hard,7741,323,25
Trail3254,hard,7440,231,29
Trail3255,medium,2150,731,18
Trail3256,easy,7303,742,22
Trail3257,medium,6804,4521,7
Trail3258,medium,5751,3071,5
Trail3259,easy,2781,9011,20
Trail3260,hard,9698,7706,16
Trail3261,medium,8882,647,5
Trail3262,medium,687,3695,18
Trail3263,easy,1383,883,24
Trail3264,easy,5992,8455,27
Trail3265,hard,5364,507,11
Trail3266,easy,7413,707,6
Trail3267,medium,5414,3972,10
Trail3268,medium,3079,1074,3
Trail3269,medium,6833,1661,24
Trail3270,medium,5694,202,12
Trail3271,medium,3560,7965,11
Trail3272,easy,4738,5029,12
Trail3273,medium,344,2621,27
Trail3274,easy,94,4756,27
Trail3275,hard,6656,8306,2
Trail3276,medium,7077,5764,12
Trail3277,easy,8951,4479,30
Trail3278,medium,3996,7237,8
Trail3279,easy,8989,2937,12
Trail3280,hard,7726,6757,14
Trail3281,hard,7728,7904,1
Trail3282,hard,5172,1295,19
Trail3283,easy,9825,4527,29
Trail3284,easy,6111,565,21
Trail3285,hard,444,7695,22
Trail3286,hard,2573,9880,17
Trail3287,hard,6653,5326,28
Trail3288,easy,5971,9450,28
Trail3289,medium,7558,8604,1
Trail3290,easy,8584,3724,28
Trail3291,easy,3571,4218,13
Trail3292,easy,3646,3928,26
Trail3293,easy,7563,1925,8
Trail3294,hard,8336,8252,9
Trail3295,easy,4939,9540,21
Trail3296,hard,1114,4188,4
Trail3297,easy,8465,4048,10
Trail3298,hard,1165,7457,11
Trail3299,medium,8859,8392,17
Trail3300,easy,8932,8561,14
Trail3301,medium,9947,5805,10
Trail3302,easy,435,1815,29
Trail3303,easy,5027,3679,2
Trail3304,medium,8861,9397,25
Trail3305,hard,272,4637,24
Trail3306,hard,7428,4717,9
Trail3307,easy,4273,4,6
Trail3308,medium,8228,3253,19
Trail3309,hard,2501,7702,2
Trail3310,easy,5579,4076,2
Trail3311,hard,752,2274,24
Trail3312,easy,1054,7058,24
Trail3313,medium,4037,8703,17
Trail3314,easy,9686,9951,29
Trail3315,easy,2618,8652,6
Trail3316,medium,6576,4330,9
Trail3317,hard,3888,2868,21
Trail3318,medium,7298,9183,1
Trail3319,easy,4000,2118,10
Trail3320,hard,3793,3250,10
Trail3321,easy,5894,9322,9
Trail3322,hard,6644,9835,30
Trail3323,easy,9909,2210,11
Trail3324,hard,7830,741,15
Trail3325,easy,868,9239,7
Trail3326,hard,260,9937,24
Trail3327,easy,2720,5447,18
Trail3328,easy,3691,1131,10
Trail3329,medium,747,9093,20
Trail3330,medium,9411,7812,2
Trail3331,hard,2888,4061,30
Trail3332,easy,978,2720,6
Trail3333,hard,5068,1321,15
Trail3334,hard,835,4183,12
Trail3335,hard,3078,5104,27
Trail3336,easy,5158,5917,19
Trail3337,easy,5116,5464,22
Trail3338,medium,8983,6748,9
Trail3339,hard,7763,5773,30
Trail3340,hard,1967,342,10
Trail3341,hard,2146,4027,29
Trail3342,medium,7450,1695,14
Trail3343,easy,4898,9634,9
Trail3344,medium,7166,1227,15
Trail3345,hard,215,7680,3
Trail3346,hard,5915,8510,13
Trail3347,medium,5410,1,26
Trail3348,easy,7025,2300,7
Trail3349,hard,426,2354,9
Trail3350,medium,9498,268,5
Trail3351,medium,3857,1890,25
Trail3352,medium,4371,2402,9
Trail3353,medium,5248,5131,4
Trail3354,easy,323,768,8
Trail3355,medium,386,7111,16
Trail3356,medium,1467,548,19
Trail3357,easy,4035,3902,30
Trail3358,easy,4809,9170,4
Trail3359,easy,3842,5786,17
Trail3360,easy,7824,2607,4
Trail3361,hard,9317,3021,19
Trail3362,hard,7392,7974,7
Trail3363,medium,3183,9164,11
Trail3364,hard,2313,6786,25
Trail3365,easy,8281,3767,9
Trail3366,medium,8167,761,5
Trail3367,easy,9694,2861,23
Trail3368,medium,1842,1434,19
Trail3369,hard,7293,2120,28
Trail3370,medium,4738,6818,23
Trail3371,easy,5136,8703,17
Trail3372,medium,8346,6021,20
Trail3373,hard,6652,9540,10
Trail3374,medium,6789,5569,25
Trail3375,hard,7160,5415,26
Trail3376,medium,9094,7397,24
Trail3377,medium,851,2301,5
Trail3378,easy,3166,9294,18
Trail3379,hard,8468,2592,29
Trail3380,medium,9830,8988,2
Trail3381,hard,2713,6072,15
Trail3382,easy,1948,5371,9
Trail3383,hard,6933,7290,15
Trail3384,easy,3572,4554,26
Trail3385,medium,3529,199,8
Trail3386,easy,7585,6653,17
Trail3387,hard,6064,2524,12
Trail3388,medium,4312,9014,5
Trail3389,easy,1290,5345,27
Trail3390,medium,8206,8405,30
Trail3391,medium,1046,1539,12
Trail3392,hard,9951,9689,6
Trail3393,medium,1559,458,18
Trail3394,easy,8183,7374,28
Trail3395,easy,8502,2028,10
Trail3396,hard,4569,6157,30
Trail3397,medium,6267,2389,15
Trail3398,medium,779,6817,10
Trail3399,medium,3950,9948,23
Trail3400,hard,478,6305,4
Trail3401,easy,1418,2842,6
Trail3402,medium,9130,7999,15
Trail3403,hard,7233,7040,18
Trail3404,easy,4314,9501,6
Trail3405,easy,5814,7689,21
Trail3406,hard,3931,884,6
Trail3407,easy,6440,2299,18
Trail3408,medium,764,2333,16
Trail3409,medium,2983,3452,10
Trail3410,easy,2981,6705,10
Trail3411,medium,1231,8278,25
Trail3412,hard,9552,2611,4
Trail3413,easy,5676,7611,16
Trail3414,medium,3439,7069,10
Trail3415,medium,4411,7978,30
Trail3416,hard,3029,4215,18
Trail3417,hard,2926,9764,9
Trail3418,easy,5049,7767,14
Trail3419,medium,2347,6267,11
Trail3420,medium,9340,3330,4
Trail3421,hard,9831,5730,19
Trail3422,easy,6366,3726,28
Trail3423,hard,951,1440,29
Trail3424,medium,2437,4447,27
Trail3425,easy,6859,2878,23
Trail3426,medium,7943,3621,10
Trail3427,easy,2573,3224,29
Trail3428,easy,7088,2692,26
Trail3429,medium,9665,184,10
Trail3430,medium,43,6858,27
Trail3431,medium,8304,3841,7
Trail3432,easy,5101,4837,3
Trail3433,medium,4607,8338,8
Trail3434,easy,9100,2464,30
Trail3435,easy,5620,5777,16
Trail3436,medium,5193,9626,26
Trail3437,easy,8564,8965,4
Trail3438,hard,1135,7519,26
Trail3439,easy,9016,5785,12
Trail3440,hard,5991,8215,10
Trail3441,hard,1439,2636,29
Trail3442,hard,5095,6483,16
Trail3443,hard,783,8780,12
Trail3444,hard,9375,4622,30
Trail3445,hard,4993,4921,29
Trail3446,hard,4499,4594,14
Trail3447,hard,5231,3105,8
Trail3448,easy,7153,3394,13
Trail3449,medium,2618,3566,26
Trail3450,hard,6832,7768,23
Trail3451,easy,3125,8435,19
Trail3452,hard,7170,3245,17
Trail3453,hard,9594,3475,9
Trail3454,medium,9330,4072,23
Trail3455,medium,1205,8931,12
Trail3456,hard,404,7378,9
Trail3457,medium,8279,1428,28
Trail3458,hard,1422,8635,7
Trail3459,easy,1356,7686,12
Trail3460,easy,4517,5910,25
Trail3461,hard,2982,6195,6
Trail3462,hard,9451,1071,12
Trail3463,easy,5550,5396,15
Trail3464,medium,1805,7160,18
Trail3465,hard,99,3130,26
Trail3466,easy,1115,9093,30
Trail3467,medium,2254,553,19
Trail3468,hard,4638,8259,26
Trail3469,hard,4089,6150,13
Trail3470,easy,8451,4376,27
Trail3471,hard,4229,779,2
Trail3472,hard,6562,8897,6
Trail3473,medium,9453,3003,27
Trail3474,medium,8281,408,9
Trail3475,hard,9389,3016,1
Trail3476,easy,6814,905,12
Trail3477,hard,4383,2447,27
Trail3478,hard,708,2200,28
Trail3479,hard,7664,2259,20
Trail3480,easy,6693,6479,21
Trail3481,easy,2319,6299,29
Trail3482,hard,108,7091,23
Trail3483,easy,8359,2860,8
Trail3484,easy,4530,2829,19
Trail3485,easy,8771,3151,13
Trail3486,hard,1786,1226,7
Trail3487,hard,3549,100,17
Trail3488,medium,4962,2981,1
Trail3489,easy,9367,9259,3
Trail3490,hard,3987,6333,2
Trail3491,hard,9423,3233,13
Trail3492,easy,5827,3776,24
Trail3493,medium,1256,27,2
Trail3494,easy,8694,5590,22
Trail3495,medium,9823,3546,21
Trail3496,medium,5149,6201,21
Trail3497,medium,2958,5825,5
Trail3498,easy,4268,485,24
Trail3499,easy,5517,8522,27
Trail3500,easy,6941,7937,28
Trail3501,medium,8266,1225,7
Trail3502,medium,1427,951,9
Trail3503,medium,9066,1260,16
Trail3504,easy,8812,1201,22
Trail3505,medium,4845,3638,15
Trail3506,easy,9209,3369,29
Trail3507,easy,5792,840,8
Trail3508,hard,6274,5755,4
Trail3509,hard,9764,5850,6
Trail3510,hard,3729,7309,2
Trail3511,easy,6355,2358,25
Trail3512,easy,9169,8113,8
Trail3513,medium,5157,9617,18
Trail3514,hard,1265,8821,20
Trail3515,hard,4289,854,28
Trail3516,easy,3039,3539,26
Trail3517,medium,6048,6966,8
Trail3518,medium,2684,4007,3
Trail3519,medium,9698,7912,10
Trail3520,hard,3930,2880,28
Trail3521,medium,7030,3782,7
Trail3522,medium,91,2005,30
Trail3523,medium,8737,2828,14
Trail3524,easy,1209,2003,19
Trail3525,hard,6345,2952,30
Trail3526,easy,6452,5784,29
Trail3527,medium,661,8841,27
Trail3528,hard,525,8772,5
Trail3529,medium,650,6298,27
Trail3530,medium,2218,6552,17
Trail3531,medium,847,9448,19
Trail3532,hard,8417,5776,19
Trail3533,easy,7036,8515,29
Trail3534,medium,3821,8719,14
Trail3535,hard,2104,6637,20
Trail3536,hard,4267,6714,11
Trail3537,medium,3434,4601,15
Trail3538,easy,1032,4380,22
Trail3539,medium,7510,2940,2
Trail3540,medium,3649,888,30
Trail3541,medium,4728,6553,16
Trail3542,hard,6596,92,17
Trail3543,hard,1710,5801,14
Trail3544,easy,9847,6143,15
Trail3545,easy,404,3767,11
Trail3546,hard,2129,6242,15
Trail3547,hard,1442,7130,18
Trail3548,medium,8912,8608,7
Trail3549,medium,6852,6696,6
Trail3550,hard,7614,8215,8
Trail3551,hard,9740,6576,21
Trail3552,medium,324,4384,21
Trail3553,hard,6713,7033,22
Trail3554,hard,4446,3334,22
Trail3555,easy,6099,5883,1
Trail3556,medium,3422,8639,11
Trail3557,medium,2217,3731,15
Trail3558,hard,71,3464,24
Trail3559,medium,3473,769,3
Trail3560,easy,7907,6888,2
Trail3561,hard,5600,4532,3
Trail3562,easy,8475,1641,21
Trail3563,medium,8671,8178,4
Trail3564,hard,2528,7063,30
Trail3565,medium,4370,63,27
Trail3566,hard,5848,4565,24
Trail3567,hard,9589,2998,18
Trail3568,hard,9426,2840,8
Trail3569,medium,253,425,6
Trail3570,hard,2213,3719,24
Trail3571,medium,4523,6208,4
Trail3572,easy,5041,1136,18
Trail3573,hard,419,1608,15
Trail3574,medium,676,298,26
Trail3575,hard,234,9353,23
Trail3576,medium,1999,3861,1
Trail3577,easy,1711,1625,2
Trail3578,easy,7800,716,27
Trail3579,easy,4127,8582,20
Trail3580,easy,630,8966,2
Trail3581,hard,7835,3681,4
Trail3582,medium,9324,7157,21
Trail3583,hard,3489,573,13
Trail3584,medium,2822,1315,11
Trail3585,medium,4008,2922,11
Trail3586,medium,4950,5565,11
Trail3587,easy,329,8043,7
Trail3588,medium,1098,8328,10
Trail3589,easy,2468,8625,13
Trail3590,hard,1599,440,9
Trail3591,hard,2523,3955,2
Trail3592,easy,8510,4479,4
Trail3593,hard,9165,9654,12
Trail3594,medium,9358,5624,13
Trail3595,easy,9605,7882,17
Trail3596,hard,3416,431,17
Trail3597,easy,8597,3524,13
Trail3598,hard,3080,2571,10
Trail3599,easy,7370,4720,28
Trail3600,hard,448,319,8
Trail3601,medium,5395,5668,11
Trail3602,easy,811,3464,20
Trail3603,hard,2856,8363,24
Trail3604,hard,2834,236,15
Trail3605,hard,5431,9061,8
Trail3606,medium,6066,9523,2
Trail3607,hard,3233,7542,5
Trail3608,easy,8098,8270,2
Trail3609,easy,6994,9130,4
Trail3610,medium,8361,5202,17
Trail3611,hard,2461,2409,25
Trail3612,hard,9058,1583,2
Trail3613,hard,9676,9803,14
Trail3614,hard,8837,8783,3
Trail3615,easy,3463,1745,12
Trail3616,hard,3767,3501,22
Trail3617,medium,2430,7546,5
Trail3618,hard,15,367,7
Trail3619,medium,2377,9927,6
Trail3620,easy,2097,1992,4
Trail3621,medium,2021,2160,28
Trail3622,hard,136,804,9
Trail3623,medium,9001,3836,10
Trail3624,easy,2345,161,24
Trail3625,medium,5508,3295,24
Trail3626,hard,2629,2243,13
Trail3627,hard,8685,9251,7
Trail3628,hard,6269,3240,17
Trail3629,easy,3375,8975,13
Trail3630,hard,3774,4303,4
Trail3631,medium,2113,5095,26
Trail3632,medium,3256,2417,26
Trail3633,easy,3703,694,21
Trail3634,easy,5653,4874,24
Trail3635,easy,8944,8612,9
Trail3636,medium,2909,4856,6
Trail3637,hard,7417,3643,28
Trail3638,easy,8166,7906,16
Trail3639,hard,5569,2402,14
Trail3640,easy,3086,6997,10
Trail3641,medium,1628,2939,14
Trail3642,easy,5911,9683,12
Trail3643,hard,4773,1234,14
Trail3644,hard,7266,6733,25
Trail3645,medium,8975,5761,13
Trail3646,hard,8721,4462,27
Trail3647,hard,3929,7299,4
Trail3648,easy,1726,831,14
Trail3649,medium,6433,1385,28
Trail3650,easy,7659,3078,4
Trail3651,medium,1014,5701,3
Trail3652,hard,6664,2213,30
