name,train_station
Torreschester,0
Johnnymouth,0
South Chad,1
Willisberg,0
North Christopher,0
East Alison,0
Stevensonport,0
Everettville,1
Margaretbury,1
Booneville,1
Tiffanyton,0
North Blake,0
Perezmouth,1
Lake Nicole,0
Port Valerieport,1
South Tamara,1
East Marcside,1
Port Katelyn,0
North Noah,0
South Angelica,1
Montgomeryberg,0
Nixonfort,1
Lake Carolyn,0
Randyton,0
East Luis,1
South Kristen,1
East Natalieland,0
North Cindy,1
Robinsonburgh,1
West Kimberly,0
Gonzaleschester,0
West Susan,1
Tracyburgh,1
East Nicole,0
North Renee,0
Williamsville,1
Blackview,1
Schmidtmouth,1
Hernandezhaven,0
Boylebury,0
Mcguireview,0
Martineztown,1
Wrightburgh,0
Wolftown,1
Bennettton,0
Carrview,1
South Jasminview,0
Joeton,1
South Robertstad,0
South Wendystad,0
Johnchester,1
East Rhonda,0
Lake Saraberg,0
Lake Joelland,1
Spencermouth,0
Sheriview,0
Bennettbury,1
South Eric,0
Port Dana,0
Adriantown,0
Pricemouth,0
Sheppardtown,1
Christophershire,1
Lake Richardton,0
Codychester,0
Bernardshire,1
West Tiffanyborough,0
North Joshuachester,0
South Reginastad,0
Wilsonburgh,1
South Jeremymouth,0
Stephenview,0
Samuelland,0
West Julianfort,0
Johnsonview,0
Lake Angie,1
Lake Jacquelinefurt,1
North Jeffrey,0
Maciasbury,0
Catherineland,1
West Scott,0
Heathermouth,0
Fischerburgh,1
Port Christopher,1
New Jimfort,0
West Carlosmouth,0
West Brian,1
East Samanthastad,1
North Nicolemouth,1
Smithtown,0
Richardton,0
South Alexandrastad,1
New Beverly,1
Danielville,1
Port Chloebury,1
Ashleyfort,0
Bryantport,0
Wilkinsonstad,0
Sullivanborough,1
New Barry,0
Washingtonborough,1
Tuckerland,0
Larsenmouth,1
Kellyshire,1
East Amanda,0
Yvonnechester,1
New Michellefurt,1
Toddview,1
New Lisa,0
Martinezfurt,1
South Joanmouth,0
West Michelle,1
Alexaton,0
Moniquefort,1
West Colleen,0
Rodriguezside,0
Kristenton,1
New Carly,1
Kiddtown,0
West Amy,1
West Nancy,1
Castroton,0
North Colin,0
Mataborough,0
West Richardhaven,0
Cookfort,1
Lake Tamarahaven,0
Lake Allenmouth,1
Port Amanda,1
Estradaberg,1
South Mariatown,1
Taylorburgh,1
Lopezburgh,1
Morseshire,1
Arroyochester,0
Lake Michelefurt,1
East Anthonytown,0
West Christinefurt,1
Travisshire,0
Perryville,0
Lake Julieshire,0
South Elijah,1
Sullivanberg,0
Hesterhaven,1
West Angela,0
Mollymouth,1
Finleyport,1
Wrightview,0
Kristopherville,1
Johntown,0
East Donaldside,1
Marioshire,0
Christensenshire,0
Port Eric,1
Port Monicaville,0
New Anthony,0
Haleyfort,1
Matthewshire,1
East Charles,0
Mckenziebury,1
Brettfurt,1
Tuckerville,0
Jenniferfurt,0
North Robertland,0
Gaymouth,0
East Carl,1
Lake Richardhaven,1
South Thomas,0
North Michelle,1
Jenniferview,0
West Tammyside,0
Jaredmouth,0
Jamesberg,1
South Margaretfurt,0
New Davidhaven,1
Lake Christinamouth,1
Abbottborough,0
Atkinsonfort,0
Kellishire,1
Susanberg,0
South Courtney,1
Dunnland,0
Cunninghamport,0
Barronfort,1
Loriside,1
Kathrynhaven,1
Garciaville,1
Kaneville,0
West Morganshire,0
North Maxwell,1
New Jerrybury,1
Manningside,0
Carrstad,0
North Peter,0
Jessicahaven,0
Lanechester,0
Port Matthew,1
New Colleenhaven,0
East Alexanderhaven,0
North Amanda,0
South Kathy,0
Lake Elizabeth,1
Jacksonmouth,1
Danielhaven,0
Ethanstad,0
Robinsontown,1
Bellton,0
East Deborah,1
Port Patrickburgh,1
East Cassandramouth,0
Christinaview,1
Scotthaven,1
Lake Johnview,1
Melissamouth,1
New Donald,1
Port Jasonmouth,1
Joneschester,1
Mauriceton,0
Port Kaylaview,1
Andersonbury,0
Lake Christophermouth,1
East Erica,0
Turnerbury,0
West Corey,1
South Jillshire,1
Ryantown,1
Phelpsborough,0
Wisefurt,1
North Ronald,0
Lake Jessica,1
Janetfurt,0
Michaelmouth,1
Kathyton,1
East Joshuaberg,0
East Diana,1
Sheltonport,1
Thomastown,1
Anthonyfurt,0
Fletcherstad,1
East Andrewfort,0
New Teresaview,0
South Samanthamouth,0
Lake Isaac,1
Lake Richardstad,0
South Ericfurt,0
Vasquezbury,1
Martinburgh,0
East Amandaport,1
Campbellshire,0
Lake Teresaborough,1
Hamptonmouth,1
Lake Danny,1
East Rhondafort,1
New Malloryberg,1
Elizabethhaven,0
New Kyle,0
Bakerfort,0
East Cristinatown,1
Port Courtneyton,0
Brownburgh,0
Wilsonfort,0
Tranbury,1
Lake Nancytown,1
Nelsonborough,0
East Isaacborough,0
North Laurenburgh,0
Palmermouth,1
Sullivanstad,0
South Robertberg,0
South Sharon,1
Jenniferside,1
South Brad,0
Kemptown,0
Tannerville,1
Nguyenside,1
West Justin,0
West Karentown,1
Rosshaven,0
Wesleyhaven,1
Rogerston,1
Lake Jamesland,1
Desireeland,0
Lake Frank,1
Kathychester,1
Bennettland,0
East Samanthabury,0
West Steven,0
Julieville,1
Sarahshire,0
North Jameschester,0
Port Alexandraland,0
Collierland,1
Crawfordberg,0
Troyport,0
Jonesburgh,0
Garrettberg,0
Alanfurt,1
New Haleyfort,1
Zhangchester,1
Lake Matthew,0
South Sherry,0
Jimenezbury,0
South Gregory,1
Port William,1
Christopherland,1
Katiestad,1
East Robintown,0
Chanchester,1
Lake Melody,1
Colemouth,1
Port Johnathan,0
Deborahside,1
Phillipton,0
Justinhaven,1
Masonshire,0
Dianebury,1
Stoneland,1
Robertside,0
North Jasonstad,1
North Cole,1
West Joshuaport,0
Dannychester,0
Henrystad,1
Danielsstad,0
Debraside,1
Goodmanmouth,1
Lake Angela,0
South Amandachester,1
Burnettmouth,1
Wrighthaven,1
Port Charlesfort,0
Lake Heatherton,0
Lake Michaelville,1
New Cassandraberg,0
Diaztown,0
Mclaughlinland,0
Sellersmouth,0
East Connie,1
West Kevin,1
North Sarah,0
Lanceside,1
New Alexandrafort,1
Meganmouth,1
Reneeberg,0
South Bruceburgh,0
Patrickton,0
East Heather,1
East Tylerville,0
Lake Jameston,0
Port Sandra,1
Mccallstad,0
Toniside,0
Duffyton,0
Latoyashire,0
Port Crystalport,0
Tylermouth,0
Robinsonshire,1
East Jessica,1
East Michaela,0
East Elizabeth,0
Port Josephland,0
Owensview,1
East Thomas,0
Spencestad,0
South Erinstad,0
Port Karinatown,1
Joshuabury,0
Geraldside,1
Hardyview,1
Conniestad,1
Freemantown,0
West Samanthabury,0
Lloydstad,0
Lisashire,0
Davenportside,1
Daystad,0
New Rossshire,0
Jamesmouth,1
New Erica,0
Davisville,1
Jeffreyfort,0
Duranfurt,1
Walshstad,1
Jensenfurt,1
Martinside,0
Lake Cameronton,0
Port Jill,0
Dennisbury,0
Phamport,1
Erinside,1
Bobbyborough,0
South Jesseberg,0
Kennethfort,0
Simmonstown,1
South Richardborough,1
New Mariostad,1
Lake Kimberlyshire,1
Pamelatown,0
Jacobfurt,0
Costahaven,0
Taylortown,0
Mckinneyland,0
Schmidtfurt,0
Port Ryanmouth,1
East Kelseyport,1
South Sheilastad,1
Lake Brian,0
New Staceystad,0
Nicholsonstad,0
Port Cathy,1
Lake Stacy,0
East Heidi,1
Hernandezburgh,0
Woodmouth,1
Hannahport,1
North Brentshire,1
West Kellytown,0
Shafferton,1
Port Davidstad,0
Lake Josephville,0
Cynthiafurt,0
Townsendchester,1
Port Philipburgh,1
Ramirezmouth,0
South Paulburgh,0
North Stephanie,0
Alvarezmouth,1
Leonardborough,0
East Barrytown,0
Callahantown,0
Port Alicia,1
Joehaven,1
Jonathanchester,0
Jameshaven,0
Deborahton,1
Port Mark,0
Lake Paulaborough,1
Osborneberg,0
Port Betty,1
Jonathanmouth,1
Lake Billy,0
Port Brittany,0
Larrybury,1
Ericport,1
West Lindsey,0
South Taraton,1
Davidmouth,0
New Lindsey,0
Janeport,0
Sandramouth,1
Port Michelleville,1
Brucestad,1
Lake Thomas,0
West Edward,0
Lindseyport,1
Everettchester,0
Butlerview,1
Lindahaven,1
Ramirezfurt,1
South Danielle,0
Bethville,1
Port Jessica,1
South Garychester,0
Port Timothy,1
East Catherine,1
West Darrell,0
Lake Amanda,1
Watsonton,1
Williamside,0
Meghanmouth,0
Paulfort,1
South John,1
Gloriaburgh,0
New Wandastad,1
Huffhaven,1
Yatesfort,0
Port Danielle,1
Vargaschester,0
Tannertown,0
Andrewshire,1
Kaitlynstad,0
Loganville,0
Brianborough,0
Charlestown,0
Mayoshire,0
Snyderview,1
Maldonadoland,0
Milesfort,1
East Daltonton,1
Kennedyton,1
South Colleen,0
East Richardmouth,1
New Laurafurt,0
Annetown,1
Port Nancyton,0
West Deborahton,0
Lake Sharonmouth,1
Adamhaven,0
North Tracy,0
Nicolebury,0
North Troymouth,0
New Christopher,0
Port Marthaport,0
Tyronemouth,1
South Seanport,0
North Danielle,0
Davisview,1
East Miranda,0
Susanfort,0
Port Alexanderburgh,0
New Jenniferport,0
New Maria,0
South Paulafurt,0
Hawkinsshire,1
Bairdfurt,0
Shawnhaven,0
East Nicholasburgh,1
East James,1
Powelltown,0
New Brianamouth,0
Sandrafort,0
Jacksonton,1
Schmidtville,0
Rachelshire,0
Wilsontown,0
Lake Melissa,0
Port Linda,0
Prestonville,0
Melissatown,0
Andrewborough,1
Eatonborough,1
Port Brian,1
Lake Shelbyville,0
Port Gabriel,1
South Dean,1
Weststad,0
Sabrinaton,1
Matthewmouth,0
Lake Molly,0
Georgefurt,0
West Elizabeth,1
Port Dustin,0
Matthewborough,1
East Charlesborough,0
Elizabethland,1
Lake Adrianton,0
Nathanburgh,1
New Brandy,0
Kristyborough,0
North Jane,1
Janetport,0
Melissaport,0
Port Kellyport,1
Wellsmouth,0
Lake Kim,0
West Stephanieton,0
New Deniseborough,1
Jonesberg,0
Leefurt,1
North Pamela,1
Port Matthewberg,0
East Brandon,0
West Steveborough,0
West Alexandraton,0
East Sandrafort,0
East Maria,0
New Victor,1
New Patriciahaven,1
West Sandra,1
Port Elizabeth,1
East Karen,0
South Randyview,1
North Charlesbury,0
Port Gail,0
New Seanmouth,0
Jameston,1
Donaldmouth,1
New Jessicaport,1
Lisatown,0
South Anthony,0
Drewton,0
Moralesburgh,1
Randychester,1
Port James,0
Birdshire,0
Novakfurt,0
New Spencermouth,0
Port Denise,1
Herreraville,1
Anthonyville,0
Port Rachaelmouth,1
Mathewston,1
Murphytown,1
South Shannonton,0
Hopkinsburgh,0
Hudsonmouth,1
South Edward,0
Lake Jesus,1
West Aprilbury,1
Phillipston,1
South Hannahmouth,0
Sarahchester,0
Amberberg,0
South Johnview,1
Monicatown,0
Stephenchester,1
Morrowmouth,1
Lake Erikaview,0
South Renee,1
Michellefort,0
Port Thomasfurt,0
Port Hollychester,1
North Michaelmouth,0
South Lisaberg,1
Robertsonstad,0
Brittanyside,1
Port Kimberly,0
East Sonya,1
Clarkeborough,1
West Jonathanport,0
Port Emilyfurt,0
North Jenniferfurt,0
Ryanhaven,0
East Keithstad,1
Warnerview,1
Port Danielfurt,1
West Coreyhaven,1
Maloneside,1
Philliphaven,0
Walterhaven,0
Billland,1
Jenniferport,1
Austinland,0
North Bonnie,1
West Ashley,0
East Craig,1
Ericton,0
Leslieton,0
North Kristopher,0
Klineshire,0
Lake Markport,0
Lake Anthonyburgh,1
North Nicholas,1
Joshuafort,0
Allenbury,1
South Anthonymouth,0
Aliciaton,0
Kristineshire,0
South Donna,1
Woodsfurt,1
Haroldville,0
North Janet,1
Floydfort,0
West Mariefort,0
Aarontown,1
Hooperton,0
Connorstad,1
Campbellland,1
Walkerville,1
Lake Williamburgh,0
South Rhonda,0
Moralesfort,1
Tammyberg,0
Kennethstad,0
West Kevinfurt,0
Kathleentown,1
Jonathanstad,0
South Evelynmouth,1
Port Felicia,1
Laurastad,1
Donaldchester,1
Rogersfort,0
West Jeffrey,0
Port Angela,0
Emilyberg,1
Lake Kurt,1
Mahoneyhaven,1
Jessicatown,0
Stricklandberg,0
Hoganport,1
Castilloshire,1
North Matthewborough,1
Branchport,1
Port Derrickbury,0
South Brandyberg,1
New Stephen,1
Port Benjaminport,0
Port Lindsey,1
Port Seanfurt,1
Myersberg,1
Brianport,1
Kathrynstad,1
West William,0
New Rachel,1
East Jonathan,1
Snowside,0
Martinport,1
Jessicaborough,0
Cherylland,0
Lake Morganmouth,0
West Michael,0
Jerryland,1
Shirleyfort,1
Port Jenniferview,0
Leehaven,0
Lake Julia,1
Cartermouth,0
Davidburgh,0
Bennettfurt,0
East Douglas,0
Brianchester,1
Michaelview,1
Hesterport,1
South Jamesport,0
West Jillhaven,0
Port Michaelfort,1
Port Patrick,1
Karenville,1
Ashleyland,1
Boylemouth,1
Kristimouth,0
Robinsonfort,1
Lake Michael,1
Adamchester,0
Morganside,0
New Danielland,0
Cardenasmouth,0
Kennethhaven,1
Lake Danielle,1
Port Timothyshire,0
Thomasbury,0
Hopkinsfurt,1
New Shane,1
North Heatherton,1
Whitetown,1
Joneston,1
Port Meredith,1
Lake Tinafurt,1
Deannaland,0
New Stevenberg,0
Crystalhaven,1
Taylorland,0
West Michelleburgh,0
Lake Glenn,1
Port Edwinside,0
East Joe,0
North Lori,1
Parkermouth,0
Emilyport,0
Tammyborough,1
Garciashire,1
Donnaborough,1
North Thomasville,0
Beckyberg,0
Harrisonmouth,1
Drewberg,0
West Brent,1
East Justinland,0
Tylerfurt,1
Port Veronica,1
East Coreymouth,1
West Rachel,0
Christopherview,1
North Amy,1
Johnberg,1
Hooverville,0
Owenville,0
Moonborough,1
Ethanmouth,0
Campbellstad,0
Powersmouth,1
South Jenna,1
Sharonstad,0
Lake Taramouth,1
New Heathermouth,0
East Kara,0
Paulside,1
Tannerview,1
Johnsonbury,0
North Susan,0
South Thomasport,0
Lake Johnfurt,1
New Jared,0
North Charlesport,0
Lake Daniel,0
Darrellhaven,1
Noahfort,1
East Michaelview,1
Jamieland,1
Callahanfort,0
West Jennifermouth,1
Jacksonland,1
West Karenville,1
East Courtneyberg,0
Deborahburgh,0
Lake Lawrence,1
Josephside,1
West Kevinton,1
Danielton,0
Pamelabury,0
Ruizshire,0
New Alexis,0
Ramirezburgh,0
South Willie,1
Adammouth,0
Holdenview,0
Meghanville,1
Bradleyberg,1
New Taylorland,0
Dalechester,1
Pricetown,0
Skinnerton,0
Martinmouth,1
East Adam,0
East Brittany,1
West Kennethville,0
New Tiffany,0
New Reginamouth,1
Lawsonstad,0
Port Michaelstad,0
South Stephanie,0
Maryburgh,1
Port Wayneborough,1
North Laurenmouth,1
Gregorystad,0
Gentrychester,1
Raymondchester,1
Keithtown,0
Livingstonville,0
Williamville,0
Melissafurt,1
Knappview,1
North Theresa,1
South Kimberlyport,1
West Erikaville,0
East Jaredfurt,0
Port Melissa,1
New Austinchester,0
Jeremyland,0
Cookland,1
East Cory,0
Martinland,0
Ronaldville,0
Walkershire,0
Port Anthonybury,1
Amandaside,1
Edwardstown,0
Lake Thomasshire,1
Craigland,0
Whitemouth,1
Lake Justintown,0
Brendafort,0
North Courtney,1
Lake Timothyport,0
Craigfort,0
West Carlosville,0
West Ianshire,1
New Brittanyhaven,1
Amandaport,1
Wilsonton,0
South Ronnie,0
Powellside,0
Velazquezfurt,1
Carrieside,0
Davidsonview,0
Davisburgh,0
New Veronicachester,1
East Hollyfort,0
Mariaside,0
Lake Adrian,1
Lake Jasmine,0
Kathleenview,1
Collinsmouth,0
Scottborough,1
Danatown,1
South Joe,0
Jamietown,1
East Victoria,0
Reneeside,0
South Melissa,0
North Alexmouth,0
New Melissatown,0
Lake Chad,1
Port Tracymouth,0
East Stephaniefurt,0
Brewerborough,0
Amberfurt,0
Lake Stephanieton,1
Wilsonshire,0
West Krista,0
West Alexandriafurt,0
Sherishire,0
New Sarahton,1
East Cynthiatown,1
Lake Mariabury,0
Port Danafort,1
Jessicaview,0
Alexanderhaven,1
East Bobby,1
West Christinahaven,0
Taylorshire,1
Coryborough,0
East Stevenland,1
Moralesfurt,1
Copelandbury,0
Port Tyler,0
Chasefort,1
Obrienside,1
Natalieview,1
Justinland,1
Grahammouth,0
Ryanshire,0
East Nicholaston,0
Robertport,1
New Davidview,0
Coxville,1
North Tinachester,0
North Daniellefurt,0
West Ian,0
Whiteburgh,1
Lake Taylor,0
Laceyport,0
Lake Matthewstad,1
New Pamela,1
South Michaelstad,0
Gutierrezland,0
Lake Kenneth,1
Jeffreyfurt,0
North Spencer,0
Banksmouth,1
Brandonshire,0
Bobbyburgh,1
Port Ritachester,0
North Angela,1
North Greg,1
Port Kenneth,1
Port Jeffery,0
Samuelbury,1
Stevenview,0
North Daisy,1
West Christinaside,0
Lake Sheri,1
New Jonmouth,0
New Gary,0
West Reneeberg,1
Morrisfurt,1
Port Lauren,1
Erinshire,0
East Mary,1
New Alyssaview,0
Port Drew,1
Ericafort,1
East Samuelmouth,0
West James,0
North William,0
Lake Amandafort,1
Port Christian,1
Roweton,1
Patriciafurt,0
Reyesport,0
Jacksonburgh,1
New Erin,1
West Stevenborough,1
New Robert,1
South Jasminside,0
Lisaport,1
Jenniferberg,0
Scotttown,0
Estradabury,1
South Davidville,1
Kathyberg,0
New Ernest,1
Sotoberg,0
Alanstad,0
Grahamside,0
Freemanhaven,1
Smithton,1
Danielsborough,0
New Ronaldfurt,1
New Keithview,0
Lake Kaylatown,1
East Juanhaven,1
Floydtown,0
Durhamport,0
Chavezside,0
New Bethanystad,1
Lake Grant,1
Huffmanberg,1
Wilkinsstad,1
South Ashleestad,1
Pamelachester,0
Diamondhaven,0
West Jane,1
North Jennifer,1
Samanthaland,1
Lake Josephmouth,0
East Michelle,1
West Ericfurt,0
West Kevinberg,1
South Michealtown,1
North Lauraland,0
Murphychester,1
Michaelshire,0
Robertston,1
Lake Seantown,1
West Christine,1
Carlosmouth,1
Collinsville,0
East Brian,0
Port Janetside,1
North Julian,0
Courtneyton,1
Jamesstad,0
Jerryhaven,1
New Alex,1
Davisberg,0
South Courtneyport,1
North Danielleland,0
Carpenterfurt,1
Lake Mollyville,0
Hallmouth,0
East Lisaton,1
Douglasview,0
South Prestonshire,1
Ericaview,1
New Neilfurt,1
West Veronicaside,0
Jennamouth,0
Adambury,1
Candiceville,1
New Joseph,1
Sarahfort,1
Lopezview,1
Richardland,1
North Chelseyside,1
East Leah,1
New Anthonyburgh,1
New Emily,1
Priscillaburgh,0
Hallhaven,0
North David,0
Derekfort,1
East Matthewfurt,0
East Andreamouth,1
Millsborough,0
Sandersstad,1
New Janetmouth,0
Clayhaven,0
East Priscillastad,0
South Brittneyburgh,0
Port Kristen,0
Lake Brandiside,1
North Vanessaport,0
West Andrew,1
South Annette,1
Maryville,1
Burnsberg,1
Anthonyton,1
Myersside,0
South Lauriebury,1
Lake Evanfort,0
New Ashley,1
West Sarah,0
South Tonyshire,0
Hillfurt,0
Deanstad,1
Mccarthyland,1
Davidfort,1
Stephensfort,0
Pamelaland,1
West Sharonberg,0
West Rhondaland,0
New Jamestown,0
Dawnstad,0
Ericaberg,0
Cherylstad,1
Edwardsside,1
Murphyburgh,0
Port Kristy,0
Lake Sharihaven,1
Johnsonmouth,0
Bellbury,1
Mercadoburgh,0
Davidport,1
Adamfort,0
Lake Carolinefort,1
North Diane,0
West Brookefurt,0
North Joe,1
Warnerberg,1
Rosschester,0
Stephenmouth,0
New Julie,0
North Ritaton,0
Rileyburgh,0
Timothystad,0
Darrenhaven,1
Webertown,0
North Megan,0
Stephaniemouth,0
Barbaraville,0
East Melissa,0
South Carl,0
Perkinsmouth,0
East Dennisfurt,1
West Elizabethland,1
Port Jenniferfort,1
Port Alec,1
Kevinborough,1
North Jaredborough,1
South Brian,1
Port Billy,0
Port Meganfort,1
West Richardtown,1
North Dianeton,0
Lake Dustin,1
Heathershire,1
Hughesfurt,0
Scottton,0
North Patriciamouth,1
Jenniferburgh,1
Lake Sarah,1
Port Kyleport,0
East Samanthatown,0
South Joseph,0
South Daniellehaven,1
South Jessicastad,0
East Jeremy,1
Lake Cheryl,1
Watsonshire,1
West Matthew,1
Mistyport,0
Duncanland,1
Deniseburgh,0
Lake Amandatown,0
North Brandi,1
Ramirezview,1
Armstronghaven,1
Cruzfort,0
Kimview,0
New Meganville,0
Kyleside,1
West Tylermouth,0
Jasminefort,1
South Anne,0
Sanchezhaven,0
Port Lisa,1
West Jonathanhaven,0
Kelleyfurt,0
Sanchezshire,0
Morganland,0
Chrisside,1
Port Shane,0
Port Jasonside,1
New Diane,0
East Melvinbury,0
New Jeremiahmouth,0
Maxwellstad,0
Port Jeremyshire,0
Port Heather,1
Rhondaborough,0
Port Bobbyville,1
Coxburgh,0
North Timothyberg,0
Delgadofort,0
New Molly,0
Alexanderton,0
Port Randallshire,0
Gloverburgh,1
South Marvin,0
East Whitneyhaven,0
New Michaelbury,0
North Tonyshire,1
Port Robertmouth,0
Skinnershire,0
Woodhaven,1
Port Josephton,1
Lake Sonyaview,0
Oliviaville,0
Michaelberg,0
Thompsonfort,0
North Jessicamouth,1
New Jonathanborough,0
Howellfurt,0
Marystad,0
Paynemouth,0
Port Ashley,1
North Austin,1
Port Nichole,0
Brendaport,1
New Jillshire,1
Briantown,1
South Tamaratown,0
Gonzaleztown,1
Port Amy,0
New Amy,1
Justinville,1
Lake Tony,0
Caroltown,0
Mooreport,1
Stephenton,0
New Dennis,0
Amandamouth,1
Port Luis,0
Bowenland,0
Phillipfurt,1
West Veronica,0
Adamsmouth,0
Joshuaborough,1
Carloschester,0
South Annabury,0
Johnborough,0
Port Kathy,1
West Joetown,1
East Shaun,0
East Elainebury,1
West Robertside,1
Guzmanchester,0
Sarabury,1
Molinaburgh,0
Port Samanthaside,1
Parksview,1
New Whitney,0
Luisport,1
Port Emily,0
Thomasside,0
Williamshaven,1
Cooleyborough,1
Williamstad,0
Pattersontown,1
New Nicoleberg,1
South Jillian,0
Matthewfurt,0
South Alexandratown,0
East Peggyview,1
East Brittanyburgh,1
South Troyland,1
Alexanderland,1
Pooleview,1
Port Jamesburgh,1
West Kenneth,1
Wrightstad,0
Lake Debbie,1
Harrisbury,0
Port Larry,0
East Kellyville,0
South Christy,1
Lake Diana,0
Baldwinchester,0
Lake Kathryn,0
Harrisburgh,0
Hobbsport,1
Lake Mariamouth,1
Alexandermouth,0
East Adamport,0
Dianaberg,0
Stevenport,1
South Molly,1
Mirandaborough,1
North Brookefort,0
Amandaland,0
Rebeccatown,1
Desireehaven,1
Susanchester,1
Russellhaven,1
Duncanstad,0
East Anne,0
New Ronnie,0
Sherylport,0
Richardsonview,1
Lake Brettmouth,0
Dianastad,0
Sullivanshire,1
Onealberg,0
Danielland,1
Andersonland,1
Patrickstad,0
Port Marktown,0
West Jeffreyburgh,0
Seanberg,1
Stevenshire,0
West Lori,1
Samuelville,1
Kiarafurt,1
Guerreroburgh,1
East Teresa,1
North Allisonport,1
Reedfurt,0
Darrenbury,0
Rosalesburgh,0
North Stephaniebury,1
Nathanfort,0
Wigginsmouth,0
Dustinfort,0
New Timothy,0
New Adam,0
Wileyview,0
Lisabury,1
Walterburgh,0
East Alexis,0
Pricehaven,1
West Marilyn,1
West Robertchester,0
New Spencer,0
North Marieberg,1
West Bryanshire,0
Andersonport,0
New Austinshire,0
West Kimberlymouth,0
Reesetown,0
East Jillianville,1
Austinfort,1
Stoutfort,0
Kristinemouth,0
Crystalburgh,1
New Jennifershire,0
Stevensbury,0
Nicholasside,1
Amandaborough,1
New Douglas,0
Johnview,1
North Paulaberg,1
Lindaside,0
South Kevinview,1
South Charles,1
West Maryton,1
Hubbardview,1
South Deniseburgh,1
Kimberlyfurt,0
New Amyport,1
East Emilychester,1
South Nicole,1
Lake Richard,0
Jordanfort,1
Troyton,1
Kathleenton,1
East Katieview,0
Garyborough,1
North Joseville,1
South Latoyaland,0
South Andrewtown,0
South Nancyfort,0
Pettybury,0
North Kelli,0
East Dominique,1
Lake Kristy,0
Jayberg,1
Port Tanya,0
Gregoryville,1
Mcdonaldchester,1
South Jose,1
Port Thomaston,0
New Georgestad,0
Kathleenshire,1
East Kennethborough,0
West Michaelfort,1
East Joshuafurt,1
North Shane,1
Port Ryanchester,0
Port Kennethberg,0
North Devin,0
Port Jonathanburgh,1
Melissaville,0
West Theresaland,1
New Tiffanyland,0
Moralestown,0
New Linda,0
Lake Tammyville,0
Port Vincentmouth,1
Vanessamouth,0
Scottbury,1
East Ravenhaven,1
Anthonyborough,1
East Jesuston,0
Lake Deborah,0
North Jacquelineborough,1
Port Samantha,0
East Stevenchester,0
West Victormouth,1
North Kellytown,0
Leeland,1
New Willie,1
South Carla,1
Thompsonstad,0
Penachester,1
East Devon,1
Nathanielmouth,1
Kristenport,0
Port Michelle,0
North Caitlyn,1
Ericamouth,1
Cindyhaven,0
Levyside,1
Michellehaven,0
Gallagherfurt,1
Lake Kristi,0
West Ellentown,1
Elizabethchester,1
West Jonathanville,1
Garrisonfurt,1
Simpsonbury,0
Parkerburgh,1
West Samanthaport,1
New Anita,0
Saraland,1
Huffmanview,0
Laurentown,1
Lake Lisabury,1
Crystalborough,0
Port Monicamouth,1
Port Aaronchester,1
Tyronetown,0
Lake Lindaville,0
Nicoleport,0
Christopherport,0
Port Charles,1
North Bradley,1
Ericaville,0
East Darrellmouth,1
Charlesshire,1
East Sharon,1
Kimberlyshire,0
Mcdonaldport,1
Whitechester,1
East Melindabury,0
Andrewsbury,1
East Luismouth,0
South Jameshaven,1
New Katherineshire,1
Brownport,1
New Michaelhaven,0
Blackburntown,0
Lewisberg,0
South Samuelburgh,0
Dunnshire,0
Andrewland,1
Hallberg,0
New Christina,1
Davidtown,0
Lake Sheilaton,0
Marshallborough,0
Cruzport,1
South Victoriaside,1
South Kimberlymouth,0
Tammyland,1
Sullivanfort,0
Greenshire,0
East Erinberg,0
South Sheila,1
Jensenberg,1
Barbarabury,1
West Jamie,0
Nataliebury,0
Stephanieberg,0
Port Patricia,1
Lake Dana,0
Reynoldsberg,1
Lake Jenniferton,1
Thompsonfurt,1
Port Jenna,0
South Kara,0
Gravesfort,0
Mitchellside,0
Kristinaberg,1
Dominguezchester,0
East Tammy,0
Collinsshire,1
East Davidburgh,1
Howemouth,1
Port Danielville,0
Jenniferfort,0
East Yvonnebury,1
Deborahberg,1
Bernardberg,0
East Gary,0
South Julieport,0
North Andre,1
Port Vanessashire,0
North Katelyn,1
Tonyamouth,1
West Kristen,0
Port Peterview,1
Herreraberg,0
South Mirandamouth,1
West Ryan,0
Katieside,1
Chadview,1
North Thomasfort,0
Hollandview,1
Lake Danielbury,1
Jamesbury,1
Scottview,1
South Haleybury,0
Port Samanthaburgh,1
Saraton,1
South Larryborough,1
Jasonside,1
Port Angel,0
Johnsonshire,1
Heatherton,1
Jamieshire,1
Drakestad,0
West Sarahville,0
Port Ashleyberg,1
Collinschester,1
North Emma,1
Lake Robertborough,1
Craneburgh,1
Carrborough,0
East Maryhaven,1
Walkerton,0
Wagnermouth,0
South Kathrynmouth,0
Sandersview,0
Kristinfort,1
Jacksonview,1
North Johntown,1
North Maryborough,0
Paigeside,0
New Thomastown,0
New Jessicafort,1
South Jonathanfort,0
Debrafort,1
Port Jamesfurt,1
Barreramouth,1
New Ryan,1
Allisonburgh,1
West Kellymouth,0
South Ashley,0
Jenniferland,1
New Melissafort,0
Cynthiaville,1
East Terri,0
South Timothyfurt,0
Guzmanstad,1
Christinaburgh,1
New Carolyn,1
Samanthaville,1
South Susan,0
Kimberlyburgh,1
Mariastad,1
South Nathan,1
South Richard,1
Chandlerstad,0
New Dylan,1
Deborahport,0
West Stanley,0
Macdonaldhaven,0
Ellisbury,1
North Erinborough,1
